"formula","tool","exit_status","exit_code","time","states","edges","transitions","acc","scc","nondet_states","nondet_aut","complete_aut","automaton"
"X((p2) M ((!(p2)) | (X((p1) | (G(p0))))))","ltl2tgba_det","ok",0,0.0100601,5,7,34,1,5,0,0,0,"HOA: v1 name: ""X(p2 M (!p2 | X(p1 | Gp0)))"" States: 5 Start: 3 AP: 3 ""p2"" ""p1"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 {0} [2] 1 State: 2 [1] 0 [!1&2] 1 State: 3 [t] 4 State: 4 [0] 2 [!0] 4 --END--"
"X((p2) M ((!(p2)) | (X((p1) | (G(p0))))))","ltl3tela_det","ok",0,0.00699109,5,7,34,1,5,0,0,0,"HOA: v1 States: 5 Start: 3 AP: 3 ""p2"" ""p1"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 {0} [2] 1 State: 2 [1] 0 [!1&2] 1 State: 3 [t] 4 State: 4 [0] 2 [!0] 4 --END--"
"X((p2) M ((!(p2)) | (X((p1) | (G(p0))))))","ltl2tgba","ok",0,0.00975904,5,7,34,1,5,0,0,0,"HOA: v1 name: ""X(p2 M (!p2 | X(p1 | Gp0)))"" States: 5 Start: 3 AP: 3 ""p2"" ""p1"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 {0} [2] 1 State: 2 [1] 0 [!1&2] 1 State: 3 [t] 4 State: 4 [0] 2 [!0] 4 --END--"
"X((p2) M ((!(p2)) | (X((p1) | (G(p0))))))","ltl3tela","ok",0,0.00779548,5,7,34,1,5,0,0,0,"HOA: v1 States: 5 Start: 3 AP: 3 ""p2"" ""p1"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 {0} [2] 1 State: 2 [1] 0 [!1&2] 1 State: 3 [t] 4 State: 4 [0] 2 [!0] 4 --END--"
"X((p2) M ((!(p2)) | (X((p1) | (G(p0))))))","delag","ok",0,0.028556,5,7,34,1,5,0,0,0,"HOA: v1 name: ""Automaton for X(((p2) M (((!p2) | (X(((p1) | (G(p0)))))))))"" States: 5 Start: 0 AP: 3 ""p2"" ""p1"" ""p0"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [t] 1 State: 1 [!0] 1 {0} [0] 2 State: 2 [!1&2] 3 [1] 4 State: 3 [2] 3 State: 4 [t] 4 --END--"
"X((p2) M ((!(p2)) | (X((p1) | (G(p0))))))","rabinizer4","ok",0,0.0293257,5,7,34,1,5,0,0,0,"HOA: v1 name: ""Automaton for X(((p2) M (((!p2) | (X(((p1) | (G(p0)))))))))"" States: 5 Start: 0 AP: 3 ""p2"" ""p1"" ""p0"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [t] 1 State: 1 [!0] 1 {0} [0] 2 State: 2 [1] 3 [!1&2] 4 State: 3 [t] 3 State: 4 [2] 4 --END--"
"F((!(p2)) | ((p2) & (p3)))","ltl2tgba_det","ok",0,0.00965866,2,3,8,1,2,0,0,1,"HOA: v1 name: ""F(!p2 | (p2 & p3))"" States: 2 Start: 1 AP: 2 ""p2"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic stutter-invariant terminal --BODY-- State: 0 {0} [t] 0 State: 1 [!0 | 1] 0 [0&!1] 1 --END--"
"F((!(p2)) | ((p2) & (p3)))","ltl3tela_det","ok",0,0.00487412,2,3,8,1,2,0,0,1,"HOA: v1 States: 2 Start: 1 AP: 2 ""p2"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [!0 | 1] 0 [0&!1] 1 --END--"
"F((!(p2)) | ((p2) & (p3)))","ltl2tgba","ok",0,0.00935178,2,3,8,1,2,0,0,1,"HOA: v1 name: ""F(!p2 | (p2 & p3))"" States: 2 Start: 1 AP: 2 ""p2"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic stutter-invariant terminal --BODY-- State: 0 {0} [t] 0 State: 1 [!0 | 1] 0 [0&!1] 1 --END--"
"F((!(p2)) | ((p2) & (p3)))","ltl3tela","ok",0,0.00496778,2,3,8,1,2,0,0,1,"HOA: v1 States: 2 Start: 1 AP: 2 ""p2"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [!0 | 1] 0 [0&!1] 1 --END--"
"F((!(p2)) | ((p2) & (p3)))","delag","ok",0,0.0261703,2,3,8,1,2,0,0,1,"HOA: v1 name: ""Automaton for ((F(!p2)) | (F(((p2) & (p3)))))"" States: 2 Start: 0 AP: 2 ""p2"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic --BODY-- State: 0 [0&!1] 0 [!0 | 1] 1 State: 1 {0} [t] 1 --END--"
"F((!(p2)) | ((p2) & (p3)))","rabinizer4","ok",0,0.0265885,2,3,8,2,2,0,0,1,"HOA: v1 name: ""Automaton for ((F(!p2)) | (F(((p2) & (p3)))))"" States: 2 Start: 0 AP: 2 ""p2"" ""p3"" acc-name: Rabin 1 Acceptance: 2 Fin(0) & Inf(1) properties: trans-labels explicit-labels state-acc complete deterministic --BODY-- State: 0 [0&!1] 0 [!0 | 1] 1 State: 1 {1} [t] 1 --END--"
"(!(p1)) & (G(!(p3))) & (F(((p1) & (G(p0))) | ((!(p1)) & (F(!(p0))))))","ltl2tgba_det","ok",0,0.0109783,3,5,10,1,3,0,0,0,"HOA: v1 name: ""!p1 & G!p3 & F((p1 & Gp0) | (!p1 & F!p0))"" States: 3 Start: 1 AP: 3 ""p1"" ""p3"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic stutter-invariant very-weak --BODY-- State: 0 {0} [!1] 0 State: 1 [!0&!1&!2] 0 [!0&!1&2] 2 State: 2 [0&!1 | !1&!2] 0 [!0&!1&2] 2 --END--"
"(!(p1)) & (G(!(p3))) & (F(((p1) & (G(p0))) | ((!(p1)) & (F(!(p0))))))","ltl3tela_det","ok",0,0.00980584,3,5,10,1,3,0,0,0,"HOA: v1 States: 3 Start: 0 AP: 3 ""p1"" ""p3"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [!0&!1&2] 1 [!0&!1&!2] 2 State: 1 [!0&!1&2] 1 [0&!1 | !1&!2] 2 State: 2 {0} [!1] 2 --END--"
"(!(p1)) & (G(!(p3))) & (F(((p1) & (G(p0))) | ((!(p1)) & (F(!(p0))))))","ltl2tgba","ok",0,0.0112299,3,5,10,1,3,0,0,0,"HOA: v1 name: ""!p1 & G!p3 & F((p1 & Gp0) | (!p1 & F!p0))"" States: 3 Start: 0 AP: 3 ""p1"" ""p3"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic stutter-invariant very-weak --BODY-- State: 0 [!0&!1&2] 1 [!0&!1&!2] 2 State: 1 [!0&!1&2] 1 [0&!1 | !1&!2] 2 State: 2 {0} [!1] 2 --END--"
"(!(p1)) & (G(!(p3))) & (F(((p1) & (G(p0))) | ((!(p1)) & (F(!(p0))))))","ltl3tela","ok",0,0.0108025,3,5,10,1,3,0,0,0,"HOA: v1 States: 3 Start: 0 AP: 3 ""p1"" ""p3"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [!0&!1&2] 1 [!0&!1&!2] 2 State: 1 [!0&!1&2] 1 [0&!1 | !1&!2] 2 State: 2 {0} [!1] 2 --END--"
"(!(p1)) & (G(!(p3))) & (F(((p1) & (G(p0))) | ((!(p1)) & (F(!(p0))))))","delag","ok",0,0.0303535,4,8,14,3,4,0,0,0,"HOA: v1 name: ""Automaton for ((!p1) & (G(!p3)) & (((F(((p1) & (G(p0))))) | (F(((!p1) & (F(!p0))))))))"" States: 4 Start: 0 AP: 3 ""p1"" ""p3"" ""p0"" Acceptance: 3 (Fin(0) | Inf(1)) & Inf(2) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [!0&!1&!2] 1 [!0&!1&2] 2 State: 1 [!1] 1 {2} State: 2 [!0&!1&2] 2 {0 2} [!1&!2] 1 [0&!1&2] 3 State: 3 [!1&2] 3 {2} [!1&!2] 1 --END--"
"(!(p1)) & (G(!(p3))) & (F(((p1) & (G(p0))) | ((!(p1)) & (F(!(p0))))))","rabinizer4","ok",0,0.0300959,5,10,18,1,5,0,0,0,"HOA: v1 name: ""Automaton for ((!p1) & (G(!p3)) & (((F(((p1) & (G(p0))))) | (F(((!p1) & (F(!p0))))))))"" States: 5 Start: 0 AP: 3 ""p1"" ""p3"" ""p0"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [!0&!1&!2] 1 [!0&!1&2] 2 State: 1 [!1] 1 State: 2 [0&!1&2] 3 [!1&!2] 1 [!0&!1&2] 2 {0} State: 3 [!1&!2] 1 [!1&2] 4 State: 4 [!1&!2] 1 [!1&2] 4 --END--"
"(p2) & (X(X(F(p2))))","ltl2tgba_det","ok",0,0.00972882,4,5,7,1,4,0,0,0,"HOA: v1 name: ""p2 & XXFp2"" States: 4 Start: 2 AP: 1 ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [t] 3 State: 2 [0] 1 State: 3 [0] 0 [!0] 3 --END--"
"(p2) & (X(X(F(p2))))","ltl3tela_det","ok",0,0.00531414,4,5,7,1,4,0,0,0,"HOA: v1 States: 4 Start: 2 AP: 1 ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [t] 3 State: 2 [0] 1 State: 3 [0] 0 [!0] 3 --END--"
"(p2) & (X(X(F(p2))))","ltl2tgba","ok",0,0.00979739,4,5,7,1,4,0,0,0,"HOA: v1 name: ""p2 & XXFp2"" States: 4 Start: 2 AP: 1 ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [t] 3 State: 2 [0] 1 State: 3 [0] 0 [!0] 3 --END--"
"(p2) & (X(X(F(p2))))","ltl3tela","ok",0,0.00568279,4,5,7,1,4,0,0,0,"HOA: v1 States: 4 Start: 2 AP: 1 ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [t] 3 State: 2 [0] 1 State: 3 [0] 0 [!0] 3 --END--"
"(p2) & (X(X(F(p2))))","delag","ok",0,0.0261043,4,5,7,1,4,0,0,0,"HOA: v1 name: ""Automaton for ((p2) & (X(X(F(p2)))))"" States: 4 Start: 0 AP: 1 ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 [0] 1 State: 1 [t] 2 State: 2 [!0] 2 [0] 3 State: 3 {0} [t] 3 --END--"
"(p2) & (X(X(F(p2))))","rabinizer4","ok",0,0.026422,4,5,7,2,4,0,0,0,"HOA: v1 name: ""Automaton for ((p2) & (X(X(F(p2)))))"" States: 4 Start: 0 AP: 1 ""p2"" acc-name: Rabin 1 Acceptance: 2 Fin(0) & Inf(1) properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 [0] 1 State: 1 [t] 2 State: 2 [!0] 2 [0] 3 State: 3 {1} [t] 3 --END--"
"p0","ltl2tgba_det","ok",0,0.00920814,2,2,3,1,2,0,0,0,"HOA: v1 name: ""p0"" States: 2 Start: 1 AP: 1 ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic stutter-invariant terminal --BODY-- State: 0 {0} [t] 0 State: 1 [0] 0 --END--"
"p0","ltl3tela_det","ok",0,0.0041274,2,2,3,0,2,0,0,0,"HOA: v1 States: 2 Start: 0 AP: 1 ""p0"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 ""{0}"" [0] 1 State: 1 ""{}"" [t] 1 --END--"
"p0","ltl2tgba","ok",0,0.0092388,2,2,3,1,2,0,0,0,"HOA: v1 name: ""p0"" States: 2 Start: 1 AP: 1 ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic stutter-invariant terminal --BODY-- State: 0 {0} [t] 0 State: 1 [0] 0 --END--"
"p0","ltl3tela","ok",0,0.0041981,2,2,3,0,2,0,0,0,"HOA: v1 States: 2 Start: 0 AP: 1 ""p0"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 ""{0}"" [0] 1 State: 1 ""{}"" [t] 1 --END--"
"p0","delag","ok",0,0.0250507,2,2,3,0,2,0,0,0,"HOA: v1 name: ""Automaton for p0"" States: 2 Start: 0 AP: 1 ""p0"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 [0] 1 State: 1 [t] 1 --END--"
"p0","rabinizer4","ok",0,0.0248801,2,2,3,1,2,0,0,0,"HOA: v1 name: ""Automaton for p0"" States: 2 Start: 0 AP: 1 ""p0"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 [0] 1 State: 1 [t] 1 --END--"
"G((!(p0)) & (X(p3)))","ltl2tgba_det","ok",0,0.00977317,2,2,3,1,2,0,0,0,"HOA: v1 name: ""G(!p0 & Xp3)"" States: 2 Start: 0 AP: 2 ""p0"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [!0] 1 State: 1 {0} [!0&1] 1 --END--"
"G((!(p0)) & (X(p3)))","ltl3tela_det","ok",0,0.00548013,2,2,3,0,2,0,0,0,"HOA: v1 States: 2 Start: 0 AP: 2 ""p0"" ""p3"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 ""{0}"" [!0] 1 State: 1 ""{0,1}"" [!0&1] 1 --END--"
"G((!(p0)) & (X(p3)))","ltl2tgba","ok",0,0.0095149,2,2,3,1,2,0,0,0,"HOA: v1 name: ""G(!p0 & Xp3)"" States: 2 Start: 0 AP: 2 ""p0"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [!0] 1 State: 1 {0} [!0&1] 1 --END--"
"G((!(p0)) & (X(p3)))","ltl3tela","ok",0,0.00563294,2,2,3,0,2,0,0,0,"HOA: v1 States: 2 Start: 0 AP: 2 ""p0"" ""p3"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 ""{0}"" [!0] 1 State: 1 ""{0,1}"" [!0&1] 1 --END--"
"G((!(p0)) & (X(p3)))","delag","ok",0,0.0259587,2,2,3,0,2,0,0,0,"HOA: v1 name: ""Automaton for ((G(!p0)) & (G(X(p3))))"" States: 2 Start: 0 AP: 2 ""p0"" ""p3"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 [!0] 1 State: 1 [!0&1] 1 --END--"
"G((!(p0)) & (X(p3)))","rabinizer4","ok",0,0.0260189,2,2,3,1,2,0,0,0,"HOA: v1 name: ""Automaton for ((G(!p0)) & (G(X(p3))))"" States: 2 Start: 0 AP: 2 ""p0"" ""p3"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 [!0] 1 State: 1 [!0&1] 1 --END--"
"(p2) R ((G((F(!(p3))) & (F(G(!(p0)))))) R (!(p0)))","ltl2tgba_det","ok",0,0.0121427,5,13,36,2,4,0,0,0,"HOA: v1 name: ""p2 R (G(F!p3 & FG!p0) R !p0)"" States: 5 Start: 0 AP: 3 ""p0"" ""p3"" ""p2"" acc-name: Rabin 1 Acceptance: 2 Fin(0) & Inf(1) properties: trans-labels explicit-labels trans-acc deterministic stutter-invariant --BODY-- State: 0 [!0&!2] 0 {1} [!0&!1&2] 1 [!0&1&2] 2 State: 1 [!0] 1 {1} [0] 3 State: 2 [!0&!1] 1 [!0&1] 2 {1} [0] 3 State: 3 [0 | 1] 3 [!0&!1] 4 State: 4 [0] 3 {0} [!0&1] 4 [!0&!1] 4 {1} --END--"
"(p2) R ((G((F(!(p3))) & (F(G(!(p0)))))) R (!(p0)))","ltl3tela_det","ok",0,0.0143494,4,9,28,2,3,0,0,0,"HOA: v1 States: 4 Start: 0 AP: 3 ""p0"" ""p3"" ""p2"" acc-name: Rabin 1 Acceptance: 2 Fin(0) & Inf(1) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [!0&!2] 0 {1} [!0&2] 1 State: 1 [!0] 1 {1} [0] 2 State: 2 [0] 2 [!0] 3 State: 3 [0] 2 {0} [!0&1] 3 [!0&!1] 3 {1} --END--"
"(p2) R ((G((F(!(p3))) & (F(G(!(p0)))))) R (!(p0)))","ltl2tgba","ok",0,0.0118659,4,9,28,1,4,3,1,0,"HOA: v1 name: ""p2 R (G(F!p3 & FG!p0) R !p0)"" States: 4 Start: 0 AP: 3 ""p0"" ""p3"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc stutter-invariant --BODY-- State: 0 [!0&!2] 0 {0} [!0&2] 1 [!0&2] 2 State: 1 [t] 1 [!0&!1] 3 State: 2 [!0] 1 [!0] 2 {0} State: 3 [!0&1] 3 [!0&!1] 3 {0} --END--"
"(p2) R ((G((F(!(p3))) & (F(G(!(p0)))))) R (!(p0)))","ltl3tela","ok",0,0.0128724,3,8,26,2,3,3,1,0,"HOA: v1 States: 3 Start: 0 AP: 3 ""p0"" ""p3"" ""p2"" acc-name: parity max even 2 Acceptance: 2 Fin(1) & Inf(0) properties: trans-labels explicit-labels trans-acc --BODY-- State: 0 [!0&!2] 0 {0} [!0&2] 2 [!0&2] 1 State: 1 [!0&1] 1 [!0&!1] 1 {0} [t] 1 {1} State: 2 [!0] 2 {0} [!0] 1 --END--"
"(p2) R ((G((F(!(p3))) & (F(G(!(p0)))))) R (!(p0)))","delag","ok",0,0.0324528,3,8,20,3,3,0,0,0,"HOA: v1 name: ""Automaton for ((p2) R (((((F(G(!p0))) & (G(F(!p3))))) R (!p0))))"" States: 3 Start: 0 AP: 3 ""p0"" ""p3"" ""p2"" Acceptance: 3 (Inf(0) & Fin(1)) | Inf(2) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [!0&!2] 0 {2} [!0&2] 1 State: 1 [!0] 1 {2} [0] 2 State: 2 [!0&!1] 2 {0} [!0&1] 2 [0&!1] 2 {0 1} [0&1] 2 {1} --END--"
"(p2) R ((G((F(!(p3))) & (F(G(!(p0)))))) R (!(p0)))","rabinizer4","ok",0,0.0310348,3,7,20,2,3,0,0,0,"HOA: v1 name: ""Automaton for ((p2) R (((((F(G(!p0))) & (G(F(!p3))))) R (!p0))))"" States: 3 Start: 0 AP: 3 ""p0"" ""p3"" ""p2"" acc-name: Rabin 1 Acceptance: 2 Fin(0) & Inf(1) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [!0&2] 1 [!0&!2] 0 {1} State: 1 [0] 2 [!0] 1 {1} State: 2 [!0&!1] 2 {1} [0] 2 {0} [!0&1] 2 --END--"
"(!(p0)) | (!(p3))","ltl2tgba_det","ok",0,0.00975699,2,2,7,1,2,0,0,0,"HOA: v1 name: ""!p0 | !p3"" States: 2 Start: 1 AP: 2 ""p0"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic stutter-invariant terminal --BODY-- State: 0 {0} [t] 0 State: 1 [!0 | !1] 0 --END--"
"(!(p0)) | (!(p3))","ltl3tela_det","ok",0,0.00489968,2,2,7,0,2,0,0,0,"HOA: v1 States: 2 Start: 1 AP: 2 ""p0"" ""p3"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 ""{}"" [t] 0 State: 1 ""init"" [!0 | !1] 0 --END--"
"(!(p0)) | (!(p3))","ltl2tgba","ok",0,0.00962378,2,2,7,1,2,0,0,0,"HOA: v1 name: ""!p0 | !p3"" States: 2 Start: 1 AP: 2 ""p0"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic stutter-invariant terminal --BODY-- State: 0 {0} [t] 0 State: 1 [!0 | !1] 0 --END--"
"(!(p0)) | (!(p3))","ltl3tela","ok",0,0.00494895,2,2,7,0,2,0,0,0,"HOA: v1 States: 2 Start: 1 AP: 2 ""p0"" ""p3"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 ""{}"" [t] 0 State: 1 ""init"" [!0 | !1] 0 --END--"
"(!(p0)) | (!(p3))","delag","ok",0,0.0257443,2,2,7,0,2,0,0,0,"HOA: v1 name: ""Automaton for ((!p0) | (!p3))"" States: 2 Start: 0 AP: 2 ""p0"" ""p3"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 [!0 | !1] 1 State: 1 [t] 1 --END--"
"(!(p0)) | (!(p3))","rabinizer4","ok",0,0.0257404,2,2,7,1,2,0,0,0,"HOA: v1 name: ""Automaton for ((!p0) | (!p3))"" States: 2 Start: 0 AP: 2 ""p0"" ""p3"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 [!0 | !1] 1 State: 1 [t] 1 --END--"
"(F(p0)) | (X(X(F(p3))))","ltl2tgba_det","ok",0,0.0101242,4,7,16,1,4,0,0,1,"HOA: v1 name: ""Fp0 | XXFp3"" States: 4 Start: 3 AP: 2 ""p0"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [0 | 1] 0 [!0&!1] 1 State: 2 [0] 0 [!0] 1 State: 3 [0] 0 [!0] 2 --END--"
"(F(p0)) | (X(X(F(p3))))","ltl3tela_det","ok",0,0.00579495,4,7,16,1,4,0,0,1,"HOA: v1 States: 4 Start: 3 AP: 2 ""p0"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [0 | 1] 0 [!0&!1] 1 State: 2 [0] 0 [!0] 1 State: 3 [0] 0 [!0] 2 --END--"
"(F(p0)) | (X(X(F(p3))))","ltl2tgba","ok",0,0.010371,4,7,16,1,4,0,0,1,"HOA: v1 name: ""Fp0 | XXFp3"" States: 4 Start: 3 AP: 2 ""p0"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [0 | 1] 0 [!0&!1] 1 State: 2 [0] 0 [!0] 1 State: 3 [0] 0 [!0] 2 --END--"
"(F(p0)) | (X(X(F(p3))))","ltl3tela","ok",0,0.006755,4,7,16,1,4,0,0,1,"HOA: v1 States: 4 Start: 3 AP: 2 ""p0"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [0 | 1] 0 [!0&!1] 1 State: 2 [0] 0 [!0] 1 State: 3 [0] 0 [!0] 2 --END--"
"(F(p0)) | (X(X(F(p3))))","delag","ok",0,0.0264868,4,7,16,1,4,0,0,1,"HOA: v1 name: ""Automaton for ((F(p0)) | (X(X(F(p3)))))"" States: 4 Start: 0 AP: 2 ""p0"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic --BODY-- State: 0 [!0] 1 [0] 2 State: 1 [!0] 3 [0] 2 State: 2 {0} [t] 2 State: 3 [!0&!1] 3 [0 | 1] 2 --END--"
"(F(p0)) | (X(X(F(p3))))","rabinizer4","ok",0,0.0278229,4,7,16,2,4,0,0,1,"HOA: v1 name: ""Automaton for ((F(p0)) | (X(X(F(p3)))))"" States: 4 Start: 0 AP: 2 ""p0"" ""p3"" acc-name: Rabin 1 Acceptance: 2 Fin(0) & Inf(1) properties: trans-labels explicit-labels state-acc complete deterministic --BODY-- State: 0 [!0] 1 [0] 2 State: 1 [!0] 3 [0] 2 State: 2 {1} [t] 2 State: 3 [!0&!1] 3 [0 | 1] 2 --END--"
"G((((p1) & ((!(p0)) | (p2))) | ((p0) & (!(p1)) & (!(p2)))) & ((!(p0)) U (p1)))","ltl2tgba_det","ok",0,0.0103095,1,1,3,1,1,0,0,0,"HOA: v1 name: ""G(((p1 & (!p0 | p2)) | (p0 & !p1 & !p2)) & (!p0 U p1))"" States: 1 Start: 0 AP: 3 ""p0"" ""p2"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc colored deterministic stutter-invariant very-weak --BODY-- State: 0 {0} [!0&2 | 1&2] 0 --END--"
"G((((p1) & ((!(p0)) | (p2))) | ((p0) & (!(p1)) & (!(p2)))) & ((!(p0)) U (p1)))","ltl3tela_det","ok",0,0.00710918,1,1,3,0,1,0,0,0,"HOA: v1 States: 1 Start: 0 AP: 3 ""p0"" ""p2"" ""p1"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [!0&2 | 1&2] 0 --END--"
"G((((p1) & ((!(p0)) | (p2))) | ((p0) & (!(p1)) & (!(p2)))) & ((!(p0)) U (p1)))","ltl2tgba","ok",0,0.0102419,1,1,3,1,1,0,0,0,"HOA: v1 name: ""G(((p1 & (!p0 | p2)) | (p0 & !p1 & !p2)) & (!p0 U p1))"" States: 1 Start: 0 AP: 3 ""p0"" ""p2"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc colored deterministic stutter-invariant very-weak --BODY-- State: 0 {0} [!0&2 | 1&2] 0 --END--"
"G((((p1) & ((!(p0)) | (p2))) | ((p0) & (!(p1)) & (!(p2)))) & ((!(p0)) U (p1)))","ltl3tela","ok",0,0.00724837,1,1,3,0,1,0,0,0,"HOA: v1 States: 1 Start: 0 AP: 3 ""p0"" ""p2"" ""p1"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [!0&2 | 1&2] 0 --END--"
