"formula","tool","exit_status","exit_code","time","states","edges","transitions","acc","scc","nondet_states","nondet_aut","complete_aut","automaton"
"F(G((p1) U (p0)))","ltl3tela_det","ok",0,0.00636136,1,3,4,2,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 2 ""p1"" ""p0"" acc-name: parity max even 2 Acceptance: 2 Fin(1) & Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [0&!1] 0 [1] 0 {0} [!0&!1] 0 {1} --END--"
"F(G((p1) U (p0)))","ltl2tgba","ok",0,0.00977265,2,4,9,1,2,1,1,0,"HOA: v1 name: ""FG(p1 U p0)"" States: 2 Start: 0 AP: 2 ""p1"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc stutter-invariant --BODY-- State: 0 [t] 0 [1] 1 State: 1 [0&!1] 1 [1] 1 {0} --END--"
"F(G((p1) U (p0)))","ltl3tela","ok",0,0.00648252,1,3,4,2,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 2 ""p1"" ""p0"" acc-name: parity max even 2 Acceptance: 2 Fin(1) & Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [0&!1] 0 [1] 0 {0} [!0&!1] 0 {1} --END--"
"F(G((p1) U (p0)))","delag","ok",0,0.0272107,1,3,4,2,1,0,0,1,"HOA: v1 name: ""Automaton for F(G(((p1) U (p0))))"" States: 1 Start: 0 AP: 2 ""p1"" ""p0"" Acceptance: 2 Inf(0) & Fin(1) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&!1] 0 {1} [1] 0 {0} [0&!1] 0 --END--"
"F(G((p1) U (p0)))","rabinizer4","ok",0,0.0265384,1,3,4,2,1,0,0,1,"HOA: v1 name: ""Automaton for F(G(((p1) U (p0))))"" States: 1 Start: 0 AP: 2 ""p1"" ""p0"" acc-name: Rabin 1 Acceptance: 2 Fin(0) & Inf(1) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&!1] 0 {0} [0&!1] 0 [1] 0 {1} --END--"
"((p0) -> ((p0) | (p2))) | ((!(p1)) & (X((!(p1)) U (!(p3)))))","ltl2tgba_det","ok",0,0.00948439,2,2,32,1,2,0,0,1,"HOA: v1 name: ""(p0 -> (p0 | p2)) | (!p1 & X(!p1 U !p3))"" States: 2 Start: 1 AP: 4 ""p0"" ""p1"" ""p3"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [t] 0 --END--"
"((p0) -> ((p0) | (p2))) | ((!(p1)) & (X((!(p1)) U (!(p3)))))","ltl3tela_det","ok",0,0.00437644,1,1,1,0,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 0 acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 [t] 0 --END--"
"((p0) -> ((p0) | (p2))) | ((!(p1)) & (X((!(p1)) U (!(p3)))))","ltl2tgba","ok",0,0.00923576,2,2,32,1,2,0,0,1,"HOA: v1 name: ""(p0 -> (p0 | p2)) | (!p1 & X(!p1 U !p3))"" States: 2 Start: 1 AP: 4 ""p0"" ""p1"" ""p3"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [t] 0 --END--"
"((p0) -> ((p0) | (p2))) | ((!(p1)) & (X((!(p1)) U (!(p3)))))","ltl3tela","ok",0,0.00454395,1,1,1,0,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 0 acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 [t] 0 --END--"
"((p0) -> ((p0) | (p2))) | ((!(p1)) & (X((!(p1)) U (!(p3)))))","delag","ok",0,0.0265015,1,1,1,0,1,0,0,1,"HOA: v1 name: ""Automaton for ((p0) | (!p0) | (p2) | (((!p1) & (X(((!p1) U (!p3)))))))"" States: 1 Start: 0 AP: 0 acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc complete deterministic --BODY-- State: 0 [t] 0 --END--"
"((p0) -> ((p0) | (p2))) | ((!(p1)) & (X((!(p1)) U (!(p3)))))","rabinizer4","ok",0,0.0267422,1,1,1,1,1,0,0,1,"HOA: v1 name: ""Automaton for ((p0) | (!p0) | (p2) | (((!p1) & (X(((!p1) U (!p3)))))))"" States: 1 Start: 0 AP: 0 acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels state-acc complete deterministic --BODY-- State: 0 [t] 0 --END--"
"G((p1) & (X((p3) | (F(!(p2))))))","ltl2tgba_det","ok",0,0.00979146,3,5,12,1,2,0,0,0,"HOA: v1 name: ""G(p1 & X(p3 | F!p2))"" States: 3 Start: 0 AP: 3 ""p1"" ""p3"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [0] 1 State: 1 [0&1 | 0&!2] 1 {0} [0&!1&2] 2 State: 2 [0&!2] 1 {0} [0&2] 2 --END--"
"G((p1) & (X((p3) | (F(!(p2))))))","ltl3tela_det","ok",0,0.00798547,3,5,12,1,2,0,0,0,"HOA: v1 States: 3 Start: 0 AP: 3 ""p1"" ""p3"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [0] 1 State: 1 [0&1 | 0&!2] 1 {0} [0&!1&2] 2 State: 2 [0&!2] 1 {0} [0&2] 2 --END--"
"G((p1) & (X((p3) | (F(!(p2))))))","ltl2tgba","ok",0,0.00972212,3,5,12,1,2,0,0,0,"HOA: v1 name: ""G(p1 & X(p3 | F!p2))"" States: 3 Start: 0 AP: 3 ""p1"" ""p3"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [0] 1 State: 1 [0&1 | 0&!2] 1 {0} [0&!1&2] 2 State: 2 [0&!2] 1 {0} [0&2] 2 --END--"
"G((p1) & (X((p3) | (F(!(p2))))))","ltl3tela","ok",0,0.0075813,3,5,12,1,2,0,0,0,"HOA: v1 States: 3 Start: 0 AP: 3 ""p1"" ""p3"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [0] 1 State: 1 [0&1 | 0&!2] 1 {0} [0&!1&2] 2 State: 2 [0&!2] 1 {0} [0&2] 2 --END--"
"G((p1) & (X((p3) | (F(!(p2))))))","delag","ok",0,0.0280129,3,5,12,2,2,0,0,0,"HOA: v1 name: ""Automaton for ((G(p1)) & (G(X(((p3) | (F(!p2)))))))"" States: 3 Start: 0 AP: 3 ""p1"" ""p3"" ""p2"" acc-name: generalized-Buchi 2 Acceptance: 2 Inf(0)&Inf(1) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [0] 1 State: 1 [0&!1&2] 2 {1} [0&1 | 0&!2] 1 {0 1} State: 2 [0&2] 2 {1} [0&!2] 1 {0 1} --END--"
"G((p1) & (X((p3) | (F(!(p2))))))","rabinizer4","ok",0,0.0288751,3,8,12,4,2,0,0,0,"HOA: v1 name: ""Automaton for ((G(p1)) & (G(X(((p3) | (F(!p2)))))))"" States: 3 Start: 0 AP: 3 ""p1"" ""p3"" ""p2"" acc-name: Rabin 2 Acceptance: 4 (Fin(0) & Inf(1)) | (Fin(2) & Inf(3)) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [0] 1 State: 1 [0&1&!2] 1 {1 3} [0&1&2] 1 {3} [0&!1&!2] 1 {1 2} [0&!1&2] 2 {2} State: 2 [0&1&!2] 1 {1} [0&!1&!2] 1 {1 2} [0&2] 2 {2} --END--"
"(!(p0)) <-> ((p3) xor (F(G(p1))))","ltl2tgba_det","ok",0,0.0111839,4,9,32,2,3,0,0,1,"HOA: v1 name: ""!p0 <-> (p3 xor FGp1)"" States: 4 Start: 0 AP: 3 ""p0"" ""p3"" ""p1"" acc-name: Rabin 1 Acceptance: 2 Fin(0) & Inf(1) properties: trans-labels explicit-labels trans-acc complete deterministic stutter-invariant --BODY-- State: 0 [!0&!1&!2 | 0&1&!2] 1 [!0&!1&2 | 0&1&2] 2 [!0&1 | 0&!1] 3 State: 1 [!2] 1 [2] 2 State: 2 [!2] 1 {0} [2] 2 {1} State: 3 [2] 3 [!2] 3 {1} --END--"
"(!(p0)) <-> ((p3) xor (F(G(p1))))","ltl3tela_det","ok",0,0.00988584,3,4,12,1,3,0,0,1,"HOA: v1 States: 3 Start: 1 AP: 2 ""p0"" ""p3"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels state-acc complete deterministic stutter-invariant very-weak --BODY-- State: 0 {0} [t] 0 State: 1 [!0&!1 | 0&1] 0 [!0&1 | 0&!1] 2 State: 2 [t] 2 --END--"
"(!(p0)) <-> ((p3) xor (F(G(p1))))","ltl2tgba","ok",0,0.0113008,4,8,34,1,4,2,1,0,"HOA: v1 name: ""(!p0 & ((p3 & GF!p1) | (!p3 & FGp1))) | (p0 & ((p3 & FGp1) | (!p3 & GF!p1)))"" States: 4 Start: 0 AP: 3 ""p0"" ""p3"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc stutter-invariant --BODY-- State: 0 [!0&!1&2 | 0&1&2] 1 [!0&!1 | 0&1] 2 [!0&1 | 0&!1] 3 State: 1 [2] 1 {0} State: 2 [2] 1 [t] 2 State: 3 [2] 3 [!2] 3 {0} --END--"
"(!(p0)) <-> ((p3) xor (F(G(p1))))","ltl3tela","ok",0,0.0128182,3,6,24,2,3,0,0,1,"HOA: v1 States: 3 Start: 2 AP: 3 ""p0"" ""p3"" ""p1"" acc-name: parity max even 2 Acceptance: 2 Fin(1) & Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [2] 0 {0} [!2] 0 {1} State: 1 [2] 1 [!2] 1 {0} State: 2 [!0&!1 | 0&1] 0 [!0&1 | 0&!1] 1 --END--"
"(!(p0)) <-> ((p3) xor (F(G(p1))))","delag","ok",0,0.0275806,3,6,24,3,3,0,0,1,"HOA: v1 name: ""Automaton for ((!p0) <-> (((!p3) <-> (F(G(p1))))))"" States: 3 Start: 0 AP: 3 ""p0"" ""p3"" ""p1"" Acceptance: 3 (Inf(0) & ((Inf(1) & Fin(2)) | (Fin(1) & Inf(2)))) | (Fin(0) & (Fin(1) | Inf(2)) & (Inf(1) | Fin(2))) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&!1 | 0&1] 1 [!0&1 | 0&!1] 2 State: 1 [!2] 1 {2} [2] 1 State: 2 [!2] 2 {1 2} [2] 2 {1} --END--"
"(!(p0)) <-> ((p3) xor (F(G(p1))))","rabinizer4","ok",0,0.0274681,3,6,24,2,3,0,0,1,"HOA: v1 name: ""Automaton for ((!p0) <-> (((!p3) <-> (F(G(p1))))))"" States: 3 Start: 0 AP: 3 ""p0"" ""p3"" ""p1"" acc-name: Rabin 1 Acceptance: 2 Fin(0) & Inf(1) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&1 | 0&!1] 1 [!0&!1 | 0&1] 2 State: 1 [!2] 1 {1} [2] 1 State: 2 [!2] 2 {0} [2] 2 {1} --END--"
"((p2) | (p3)) R (F(p2))","ltl2tgba_det","ok",0,0.00924448,2,3,4,1,2,0,0,1,"HOA: v1 name: ""(p2 | p3) R Fp2"" States: 2 Start: 1 AP: 1 ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic stutter-invariant terminal --BODY-- State: 0 {0} [t] 0 State: 1 [0] 0 [!0] 1 --END--"
"((p2) | (p3)) R (F(p2))","ltl3tela_det","ok",0,0.00474366,2,3,4,1,2,0,0,1,"HOA: v1 States: 2 Start: 1 AP: 1 ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [0] 0 [!0] 1 --END--"
"((p2) | (p3)) R (F(p2))","ltl2tgba","ok",0,0.00902227,2,3,4,1,2,0,0,1,"HOA: v1 name: ""(p2 | p3) R Fp2"" States: 2 Start: 1 AP: 1 ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic stutter-invariant terminal --BODY-- State: 0 {0} [t] 0 State: 1 [0] 0 [!0] 1 --END--"
"((p2) | (p3)) R (F(p2))","ltl3tela","ok",0,0.00525938,2,3,4,1,2,0,0,1,"HOA: v1 States: 2 Start: 1 AP: 1 ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [0] 0 [!0] 1 --END--"
"((p2) | (p3)) R (F(p2))","delag","ok",0,0.0264552,3,6,12,1,3,0,0,1,"HOA: v1 name: ""Automaton for ((((p2) | (p3))) R (F(p2)))"" States: 3 Start: 0 AP: 2 ""p2"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic --BODY-- State: 0 [!0&!1] 0 [!0&1] 1 [0] 2 State: 1 [!0] 1 [0] 2 State: 2 {0} [t] 2 --END--"
"((p2) | (p3)) R (F(p2))","rabinizer4","ok",0,0.0264964,3,6,12,2,3,0,0,1,"HOA: v1 name: ""Automaton for ((((p2) | (p3))) R (F(p2)))"" States: 3 Start: 0 AP: 2 ""p2"" ""p3"" acc-name: Rabin 1 Acceptance: 2 Fin(0) & Inf(1) properties: trans-labels explicit-labels state-acc complete deterministic --BODY-- State: 0 [!0&!1] 0 [!0&1] 1 [0] 2 State: 1 [!0] 1 [0] 2 State: 2 {1} [t] 2 --END--"
"X((F(p1)) & (X(X(X(((!(p3)) & (X(p3))) U (G(!(p1))))))))","ltl2tgba_det","ok",0,0.010893,10,14,31,1,10,0,0,0,"HOA: v1 name: ""X(Fp1 & XXX((!p3 & Xp3) U G!p1))"" States: 10 Start: 8 AP: 2 ""p1"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [!0] 0 State: 1 [!0&1] 0 State: 2 [0&!1] 1 State: 3 [!0] 0 [0&!1] 1 State: 4 [t] 3 State: 5 [!0] 2 [0] 3 State: 6 [t] 4 State: 7 [0] 4 [!0] 5 State: 8 [t] 9 State: 9 [0] 6 [!0] 7 --END--"
"X((F(p1)) & (X(X(X(((!(p3)) & (X(p3))) U (G(!(p1))))))))","ltl3tela_det","ok",0,0.0110452,10,14,31,1,10,0,0,0,"HOA: v1 States: 10 Start: 7 AP: 2 ""p1"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [0&!1] 1 State: 1 [!0&1] 9 State: 2 [0&!1] 1 [!0] 9 State: 3 [t] 2 State: 4 [!0] 0 [0] 2 State: 5 [t] 3 State: 6 [0] 3 [!0] 4 State: 7 [t] 8 State: 8 [0] 5 [!0] 6 State: 9 {0} [!0] 9 --END--"
"X((F(p1)) & (X(X(X(((!(p3)) & (X(p3))) U (G(!(p1))))))))","ltl2tgba","ok",0,0.0110709,10,14,31,1,10,0,0,0,"HOA: v1 name: ""X(Fp1 & XXX((!p3 & Xp3) U G!p1))"" States: 10 Start: 7 AP: 2 ""p1"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [0&!1] 1 State: 1 [!0&1] 9 State: 2 [0&!1] 1 [!0] 9 State: 3 [t] 2 State: 4 [!0] 0 [0] 2 State: 5 [t] 3 State: 6 [0] 3 [!0] 4 State: 7 [t] 8 State: 8 [0] 5 [!0] 6 State: 9 {0} [!0] 9 --END--"
"X((F(p1)) & (X(X(X(((!(p3)) & (X(p3))) U (G(!(p1))))))))","ltl3tela","ok",0,0.0128974,10,14,31,1,10,0,0,0,"HOA: v1 States: 10 Start: 7 AP: 2 ""p1"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [0&!1] 1 State: 1 [!0&1] 9 State: 2 [0&!1] 1 [!0] 9 State: 3 [t] 2 State: 4 [!0] 0 [0] 2 State: 5 [t] 3 State: 6 [0] 3 [!0] 4 State: 7 [t] 8 State: 8 [0] 5 [!0] 6 State: 9 {0} [!0] 9 --END--"
"X((F(p1)) & (X(X(X(((!(p3)) & (X(p3))) U (G(!(p1))))))))","delag","ok",0,0.0333161,10,14,31,1,10,0,0,0,"HOA: v1 name: ""Automaton for X(((F(p1)) & (X(X(X(((((!p3) & (X(p3)))) U (G(!p1)))))))))"" States: 10 Start: 0 AP: 2 ""p1"" ""p3"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 [t] 1 State: 1 [!0] 2 [0] 3 State: 2 [!0] 4 [0] 5 State: 3 [t] 5 State: 4 [0] 6 [!0] 7 State: 5 [t] 6 State: 6 [0&!1] 8 [!0] 9 State: 7 [0&!1] 8 State: 8 [!0&1] 9 State: 9 [!0] 9 --END--"
"X((F(p1)) & (X(X(X(((!(p3)) & (X(p3))) U (G(!(p1))))))))","rabinizer4","ok",0,0.0335476,10,14,31,1,10,0,0,0,"HOA: v1 name: ""Automaton for X(((F(p1)) & (X(X(X(((((!p3) & (X(p3)))) U (G(!p1)))))))))"" States: 10 Start: 0 AP: 2 ""p1"" ""p3"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 [t] 1 State: 1 [!0] 2 [0] 3 State: 2 [!0] 4 [0] 5 State: 3 [t] 5 State: 4 [!0] 6 [0] 7 State: 5 [t] 7 State: 6 [0&!1] 8 State: 7 [0&!1] 8 [!0] 9 State: 8 [!0&1] 9 State: 9 [!0] 9 --END--"
"G((p0) & (X((p0) | (!(p3)))))","ltl2tgba_det","ok",0,0.00951612,1,1,1,1,1,0,0,0,"HOA: v1 name: ""G(p0 & X(p0 | !p3))"" States: 1 Start: 0 AP: 1 ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc colored deterministic very-weak --BODY-- State: 0 {0} [0] 0 --END--"
"G((p0) & (X((p0) | (!(p3)))))","ltl3tela_det","ok",0,0.00530463,1,1,1,0,1,0,0,0,"HOA: v1 States: 1 Start: 0 AP: 1 ""p0"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [0] 0 --END--"
"G((p0) & (X((p0) | (!(p3)))))","ltl2tgba","ok",0,0.00941231,1,1,1,1,1,0,0,0,"HOA: v1 name: ""G(p0 & X(p0 | !p3))"" States: 1 Start: 0 AP: 1 ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc colored deterministic very-weak --BODY-- State: 0 {0} [0] 0 --END--"
"G((p0) & (X((p0) | (!(p3)))))","ltl3tela","ok",0,0.00548114,1,1,1,0,1,0,0,0,"HOA: v1 States: 1 Start: 0 AP: 1 ""p0"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [0] 0 --END--"
"G((p0) & (X((p0) | (!(p3)))))","delag","ok",0,0.0268028,2,2,4,0,2,0,0,0,"HOA: v1 name: ""Automaton for ((G(p0)) & (G(X(((p0) | (!p3))))))"" States: 2 Start: 0 AP: 2 ""p0"" ""p3"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 [0] 1 State: 1 [0] 1 --END--"
"G((p0) & (X((p0) | (!(p3)))))","rabinizer4","ok",0,0.0272183,2,2,4,1,2,0,0,0,"HOA: v1 name: ""Automaton for ((G(p0)) & (G(X(((p0) | (!p3))))))"" States: 2 Start: 0 AP: 2 ""p0"" ""p3"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 [0] 1 State: 1 [0] 1 --END--"
"X((p0) & (p2) & (X(((p0) & (p2)) U (p1))))","ltl2tgba_det","ok",0,0.0100525,4,5,23,1,4,0,0,0,"HOA: v1 name: ""X(p0 & p2 & X((p0 & p2) U p1))"" States: 4 Start: 1 AP: 3 ""p0"" ""p2"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [t] 2 State: 2 [0&1] 3 State: 3 [2] 0 [0&1&!2] 3 --END--"
"X((p0) & (p2) & (X(((p0) & (p2)) U (p1))))","ltl3tela_det","ok",0,0.00662418,4,5,23,1,4,0,0,0,"HOA: v1 States: 4 Start: 1 AP: 3 ""p0"" ""p2"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [t] 2 State: 2 [0&1] 3 State: 3 [2] 0 [0&1&!2] 3 --END--"
"X((p0) & (p2) & (X(((p0) & (p2)) U (p1))))","ltl2tgba","ok",0,0.00986059,4,5,23,1,4,0,0,0,"HOA: v1 name: ""X(p0 & p2 & X((p0 & p2) U p1))"" States: 4 Start: 1 AP: 3 ""p0"" ""p2"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [t] 2 State: 2 [0&1] 3 State: 3 [2] 0 [0&1&!2] 3 --END--"
"X((p0) & (p2) & (X(((p0) & (p2)) U (p1))))","ltl3tela","ok",0,0.00709474,4,5,23,1,4,0,0,0,"HOA: v1 States: 4 Start: 1 AP: 3 ""p0"" ""p2"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [t] 2 State: 2 [0&1] 3 State: 3 [2] 0 [0&1&!2] 3 --END--"
"X((p0) & (p2) & (X(((p0) & (p2)) U (p1))))","delag","ok",0,0.0273538,4,5,23,1,4,0,0,0,"HOA: v1 name: ""Automaton for X(((p0) & (p2) & (X(((((p0) & (p2))) U (p1))))))"" States: 4 Start: 0 AP: 3 ""p0"" ""p2"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 [t] 1 State: 1 [0&1] 2 State: 2 [0&1&!2] 2 [2] 3 State: 3 {0} [t] 3 --END--"
"X((p0) & (p2) & (X(((p0) & (p2)) U (p1))))","rabinizer4","ok",0,0.0275688,4,5,23,2,4,0,0,0,"HOA: v1 name: ""Automaton for X(((p0) & (p2) & (X(((((p0) & (p2))) U (p1))))))"" States: 4 Start: 0 AP: 3 ""p0"" ""p2"" ""p1"" acc-name: Rabin 1 Acceptance: 2 Fin(0) & Inf(1) properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 [t] 1 State: 1 [0&1] 2 State: 2 [0&1&!2] 2 [2] 3 State: 3 {1} [t] 3 --END--"
"(F(p2)) xor (X(G(!(p3))))","ltl2tgba_det","ok",0,0.00968075,5,11,20,1,5,0,0,1,"HOA: v1 name: ""Fp2 xor XG!p3"" States: 5 Start: 1 AP: 2 ""p2"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 [!0] 2 [0] 3 State: 2 {0} [0&1] 0 [!0&!1] 2 [0&!1] 3 [!0&1] 4 State: 3 [1] 0 [!1] 3 State: 4 [0] 0 [!0] 4 --END--"
"(F(p2)) xor (X(G(!(p3))))","ltl3tela_det","ok",0,0.00688928,5,11,20,1,5,0,0,1,"HOA: v1 States: 5 Start: 1 AP: 2 ""p2"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 [!0] 2 [0] 3 State: 2 {0} [0&1] 0 [!0&!1] 2 [0&!1] 3 [!0&1] 4 State: 3 [1] 0 [!1] 3 State: 4 [0] 0 [!0] 4 --END--"
"(F(p2)) xor (X(G(!(p3))))","ltl2tgba","ok",0,0.0107153,5,11,20,1,5,0,0,1,"HOA: v1 name: ""(Fp2 & XFp3) | (XG!p3 & G!p2)"" States: 5 Start: 1 AP: 2 ""p2"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 [!0] 2 [0] 3 State: 2 {0} [0&1] 0 [!0&!1] 2 [0&!1] 3 [!0&1] 4 State: 3 [1] 0 [!1] 3 State: 4 [0] 0 [!0] 4 --END--"
"(F(p2)) xor (X(G(!(p3))))","ltl3tela","ok",0,0.00842136,5,11,20,1,5,0,0,1,"HOA: v1 States: 5 Start: 1 AP: 2 ""p2"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 [!0] 2 [0] 3 State: 2 {0} [0&1] 0 [!0&!1] 2 [0&!1] 3 [!0&1] 4 State: 3 [1] 0 [!1] 3 State: 4 [0] 0 [!0] 4 --END--"
"(F(p2)) xor (X(G(!(p3))))","delag","ok",0,0.0271189,5,11,20,1,5,0,0,1,"HOA: v1 name: ""Automaton for ((G(!p2)) <-> (X(G(!p3))))"" States: 5 Start: 0 AP: 2 ""p2"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [0] 1 [!0] 2 State: 1 [!1] 1 [1] 3 State: 2 [!0&1] 4 [!0&!1] 2 {0} [0&!1] 1 [0&1] 3 State: 3 [t] 3 {0} State: 4 [!0] 4 [0] 3 --END--"
"(F(p2)) xor (X(G(!(p3))))","rabinizer4","ok",0,0.0277613,5,11,20,2,5,0,0,1,"HOA: v1 name: ""Automaton for ((G(!p2)) <-> (X(G(!p3))))"" States: 5 Start: 0 AP: 2 ""p2"" ""p3"" acc-name: Rabin 1 Acceptance: 2 Fin(0) & Inf(1) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0] 1 [0] 2 State: 1 [0&!1] 2 [!0&1] 3 [0&1] 4 [!0&!1] 1 {1} State: 2 [!1] 2 [1] 4 State: 3 [!0] 3 [0] 4 State: 4 [t] 4 {1} --END--"
"X(!(p3))","ltl2tgba_det","ok",0,0.00972287,3,3,5,1,3,0,0,0,"HOA: v1 name: ""X!p3"" States: 3 Start: 1 AP: 1 ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic terminal --BODY-- State: 0 [!0] 2 State: 1 [t] 0 State: 2 {0} [t] 2 --END--"
"X(!(p3))","ltl3tela_det","ok",0,0.00476771,3,3,5,0,3,0,0,0,"HOA: v1 States: 3 Start: 0 AP: 1 ""p3"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 ""{0}"" [t] 1 State: 1 ""{1}"" [!0] 2 State: 2 ""{}"" [t] 2 --END--"
