"formula","tool","exit_status","exit_code","time","states","edges","transitions","acc","scc","nondet_states","nondet_aut","complete_aut","automaton"
"(!(p2)) <-> (!(p3))","ltl2tgba_det","ok",0,0.00942606,2,2,6,1,2,0,0,0,"HOA: v1 name: ""!p2 <-> !p3"" States: 2 Start: 1 AP: 2 ""p2"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic stutter-invariant terminal --BODY-- State: 0 {0} [t] 0 State: 1 [!0&!1 | 0&1] 0 --END--"
"((p0) & (p3)) W (F((!(p3)) & (X((!(p3)) W (!(p2))))))","ltl2tgba_det","ok",0,0.0113924,4,9,32,1,3,0,0,1,"HOA: v1 name: ""(p0 & p3) W F(!p3 & X(!p3 W !p2))"" States: 4 Start: 0 AP: 3 ""p0"" ""p3"" ""p2"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [0&1] 0 [!1] 1 [!0&1] 2 State: 1 [!1&2] 1 [1&2] 2 {0} [!2] 3 State: 2 [!1] 1 [1] 2 {0} State: 3 [t] 3 --END--"
"F(((p1) & (G(F(p2)))) | ((!(p1)) & (F(G(!(p2))))))","ltl2tgba_det","ok",0,0.0118048,6,16,24,2,5,0,0,1,"HOA: v1 name: ""F((p1 & GFp2) | (!p1 & FG!p2))"" States: 6 Start: 0 AP: 2 ""p1"" ""p2"" acc-name: Rabin 1 Acceptance: 2 Fin(0) & Inf(1) properties: trans-labels explicit-labels trans-acc complete deterministic stutter-invariant --BODY-- State: 0 [!0&!1] 1 [!0&1] 2 [0] 3 State: 1 [!0&!1] 1 {1} [!0&1] 2 {0} [0&!1] 4 [0&1] 5 State: 2 [!0&!1] 1 [!0&1] 2 [0] 5 State: 3 [0&!1] 3 [0&1] 3 {1} [!0] 5 State: 4 [!1] 4 {1} [1] 5 State: 5 [t] 5 {1} --END--"
"(p3) xor ((p3) W (X(p0)))","ltl2tgba_det","ok",0,0.0101336,5,7,14,1,5,0,0,0,"HOA: v1 name: ""p3 xor (p3 W Xp0)"" States: 5 Start: 3 AP: 2 ""p3"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 [!1] 0 State: 2 [1] 0 State: 3 [!0] 2 [0] 4 State: 4 [!0&!1] 1 [0&!1] 4 --END--"
"G((F(p2)) | ((!(p2)) & (F(!(p1)))))","ltl2tgba_det","ok",0,0.0111652,4,12,16,1,1,0,0,1,"HOA: v1 name: ""G(Fp2 | (!p2 & F!p1))"" States: 4 Start: 0 AP: 2 ""p2"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic stutter-invariant --BODY-- State: 0 [0 | !1] 0 {0} [!0&1] 1 State: 1 [0&!1] 0 {0} [!0&1] 1 [!0&!1] 2 {0} [0&1] 3 {0} State: 2 [0] 0 {0} [!0&1] 1 {0} [!0&!1] 2 {0} State: 3 [!1] 0 {0} [!0&1] 1 {0} [0&1] 3 {0} --END--"
"(X(p1)) | ((p3) & (((p1) M (G(F(p1)))) U (X(!(p0)))))","ltl2tgba_det","ok",0,0.0132512,6,10,44,1,6,0,0,0,"HOA: v1 name: ""Xp1 | (p3 & ((p1 M GFp1) U X!p0))"" States: 6 Start: 0 AP: 3 ""p3"" ""p1"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [!0] 1 [0] 2 State: 1 [1] 3 State: 2 [1 | !2] 3 [!1&2] 4 State: 3 [t] 3 {0} State: 4 [2] 4 [!2] 5 State: 5 [!1] 5 [1] 5 {0} --END--"
"G((p3) M (F(p1)))","ltl2tgba_det","ok",0,0.0101397,1,4,4,2,1,0,0,1,"HOA: v1 name: ""G(p3 M Fp1)"" States: 1 Start: 0 AP: 2 ""p1"" ""p3"" acc-name: generalized-Buchi 2 Acceptance: 2 Inf(0)&Inf(1) properties: trans-labels explicit-labels trans-acc complete deterministic stutter-invariant --BODY-- State: 0 [!0&!1] 0 [0&!1] 0 {0} [!0&1] 0 {1} [0&1] 0 {0 1} --END--"
"X(X((G(F(p0))) R (p3)))","ltl2tgba_det","ok",0,0.0109085,5,7,18,1,5,0,0,0,"HOA: v1 name: ""XX(GFp0 R p3)"" States: 5 Start: 0 AP: 2 ""p3"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [t] 1 State: 1 [t] 2 State: 2 [0] 3 State: 3 [0] 3 {0} [!0] 4 State: 4 [!1] 4 [1] 4 {0} --END--"
"G(F(!(p3)))","ltl2tgba_det","ok",0,0.00963798,1,2,2,1,1,0,0,1,"HOA: v1 name: ""GF!p3"" States: 1 Start: 0 AP: 1 ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic stutter-invariant --BODY-- State: 0 [!0] 0 {0} [0] 0 --END--"
"(((p1) M (!(p0))) U (X(p2))) W (G(!(p2)))","ltl2tgba_det","ok",0,0.0141854,25,107,156,1,10,0,0,0,"HOA: v1 name: ""((p1 M !p0) U Xp2) W G!p2"" States: 25 Start: 0 AP: 3 ""p0"" ""p1"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [!0&!1&!2] 1 [!0&!1&2] 2 [!0&1&!2] 3 [0&!2] 4 [0&2] 5 [!0&1&2] 15 State: 1 [0&2] 5 [!0&!1&!2] 6 [!0&!1&2] 7 [!0&1&!2] 8 [!0&1&2] 9 [0&!2] 10 State: 2 [0&2] 5 [!0&!1&2] 7 [!0&1] 9 [!0&!1&!2] 11 State: 3 [0&!2] 4 [0&2] 5 [!0&1&!2] 8 [!0&1&2] 9 [!0&!1&!2] 12 [!0&!1&2] 13 State: 4 [0&2] 5 [!0&1&2] 9 [!2] 10 [!0&!1&2] 13 State: 5 [0&2] 5 {0} [!0&1&2] 9 [!0&!1&2] 13 State: 6 [!0&!1&!2] 6 {0} [!0&1&!2] 8 {0} [0&!2] 10 [!0&!1&2] 14 [!0&1&2] 15 State: 7 [0&2] 5 [!0&1&!2] 9 [!0&!1&!2] 11 [!0&1&2] 15 [!0&!1&2] 16 State: 8 [0&!2] 4 [0&2] 5 [!0&1&!2] 8 {0} [!0&!1&!2] 12 {0} [!0&1&2] 15 [!0&!1&2] 17 State: 9 [0] 5 {0} [!0&1&!2] 9 [!0&!1&!2] 13 [!0&1&2] 15 {0} [!0&!1&2] 17 {0} State: 10 [!2] 10 {0} State: 11 [!0&1&!2] 9 [!0&!1&!2] 11 [!0&!1&2] 14 [!0&1&2] 15 {0} State: 12 [0&2] 5 [!0&!1&!2] 6 {0} [!0&1&!2] 8 {0} [0&!2] 10 [!0&1&2] 15 [!0&!1&2] 18 State: 13 [0&2] 5 {0} [!0&1&!2] 9 [!0&!1&!2] 11 [!0&1&2] 15 {0} [!0&!1&2] 18 State: 14 [!0&!1] 14 [!0&1] 15 {0} State: 15 [0] 5 {0} [!0&1] 9 [!0&!1] 13 State: 16 [0&2] 5 [!0&!1&!2] 14 [!0&1] 15 [!0&!1&2] 16 {0} State: 17 [0&2] 5 {0} [!0&1] 9 [!0&!1&!2] 11 [!0&!1&2] 19 State: 18 [0&2] 5 {0} [!0&!1&!2] 11 {0} [!0&1] 15 {0} [!0&!1&2] 20 State: 19 [0&2] 5 {0} [!0&1&!2] 9 [!0&!1&!2] 11 [!0&1&2] 15 {0} [!0&!1&2] 21 State: 20 [0&2] 5 {0} [!0&1] 15 {0} [!0&!1&!2] 22 [!0&!1&2] 23 {0} State: 21 [0&2] 5 {0} [!0&1] 15 {0} [!0&!1&2] 20 [!0&!1&!2] 22 State: 22 [!0&!1&2] 14 {0} [!0&1] 15 {0} [!0&!1&!2] 22 State: 23 [0&2] 5 {0} [!0&!1&!2] 14 [!0&1] 15 {0} [!0&!1&2] 24 State: 24 [0&2] 5 {0} [!0&!1&!2] 14 [!0&1] 15 {0} [!0&!1&2] 21 --END--"
"F(G(!(p1)))","ltl2tgba_det","ok",0,0.00827151,1,2,2,1,1,0,0,1,"HOA: v1 name: ""FG!p1"" States: 1 Start: 0 AP: 1 ""p1"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic stutter-invariant --BODY-- State: 0 [0] 0 {0} [!0] 0 --END--"
"((G(!(p1))) M (F(!(p3)))) R ((p3) | (F(p0)))","ltl2tgba_det","ok",0,0.011543,5,13,40,2,3,0,0,1,"HOA: v1 name: ""(G!p1 M F!p3) R (p3 | Fp0)"" States: 5 Start: 0 AP: 3 ""p3"" ""p0"" ""p1"" acc-name: parity min even 2 Acceptance: 2 Inf(0) | Fin(1) properties: trans-labels explicit-labels trans-acc complete deterministic stutter-invariant --BODY-- State: 0 [!0&!1] 1 [0 | 1] 2 State: 1 [!1] 1 {1} [1] 2 State: 2 [0 | 1] 2 {0} [!0&!1&!2] 3 [!0&!1&2] 4 State: 3 [1] 2 {0} [!1&!2] 3 [!1&2] 4 {1} State: 4 [1] 2 {0} [!0&!1&!2] 3 [0&!1 | !1&2] 4 {1} --END--"
"(F(p0)) | (((p1) & (p3)) xor ((p1) | (G(p2))))","ltl2tgba_det","ok",0,0.00910888,4,9,64,1,4,0,0,1,"HOA: v1 name: ""Fp0 | ((p1 & p3) xor (p1 | Gp2))"" States: 4 Start: 2 AP: 4 ""p0"" ""p1"" ""p3"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic stutter-invariant very-weak --BODY-- State: 0 [!0] 0 [0] 1 State: 1 {0} [t] 1 State: 2 [!0&!1&!3 | !0&1&2] 0 [0 | 1&!2] 1 [!0&!1&3] 3 State: 3 {0} [!0&!3] 0 [0] 1 [!0&3] 3 --END--"
"(p3) W (((p0) & (F(!(p1))) & (F(!(p2)))) | ((!(p0)) & ((G(p1)) | (G(p2)))))","ltl2tgba_det","ok",0,0.0106818,18,89,264,1,15,0,0,0,"HOA: v1 name: ""p3 W ((p0 & F!p1 & F!p2) | (!p0 & (Gp1 | Gp2)))"" States: 18 Start: 2 AP: 4 ""p3"" ""p0"" ""p1"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic stutter-invariant weak --BODY-- State: 0 {0} [3] 0 State: 1 {0} [!2&3] 0 [2&3] 1 [2&!3] 3 State: 2 {0} [!0&!1&!2&3] 0 [!0&!1&2&3] 1 [0&!1&!2&!3] 2 [!0&!1&2&!3] 3 [0&!1&!2&3] 5 [0&!1&2&!3] 7 [0&!1&2&3] 8 [0&1&2&3] 9 [!0&1&2&3] 12 [1&!2&!3] 13 [0&1&!2&3] 14 [0&1&2&!3] 15 [!0&1&!2&3] 16 [!0&1&2&!3] 17 State: 3 {0} [2] 3 State: 4 {0} [2&3] 4 [!2] 13 [2&!3] 17 State: 5 {0} [!0&!1&!2&3] 0 [!0&!1&2&3] 1 [0&!1&!2&!3] 2 [!0&!1&2&!3] 3 [!0&1&2&3] 4 [0&!1&!2&3] 5 [0&!1&2&!3] 7 [0&!1&2&3] 8 [0&1&2&3] 10 [1&!2] 13 [0&1&2&!3] 15 [!0&1&2&!3] 17 State: 6 {0} [2&3] 6 [!3] 13 [!2&3] 16 State: 7 {0} [!0&!1&!2&3] 0 [!0&!1&2&3] 1 [0&!1&!2&!3] 2 [!0&!1&2&!3] 3 [0&!1&!2&3] 5 [!0&1&2&3] 6 [0&!1&2&!3] 7 [0&!1&2&3] 8 [0&1&2&3] 11 [1&!3] 13 [0&1&!2&3] 14 [!0&1&!2&3] 16 State: 8 {0} [!0&!1&!2&3] 0 [!0&!1&2&3] 1 [0&!1&!2&!3] 2 [!0&!1&2&!3] 3 [0&!1&!2&3] 5 [0&!1&2&!3] 7 [0&!1&2&3] 8 [1] 13 State: 9 {0} [0&1&2&3] 9 [!0&1&2&3] 12 [!1 | !2&!3] 13 [0&1&!2&3] 14 [0&1&2&!3] 15 [!0&1&!2&3] 16 [!0&1&2&!3] 17 State: 10 {0} [!0&1&2&3] 4 [0&1&2&3] 10 [!1 | !2] 13 [0&1&2&!3] 15 [!0&1&2&!3] 17 State: 11 {0} [!0&1&2&3] 6 [0&1&2&3] 11 [!1 | !3] 13 [0&1&!2&3] 14 [!0&1&!2&3] 16 State: 12 [2&3] 12 [!2&!3] 13 [!2&3] 16 [2&!3] 17 State: 13 {0} [t] 13 State: 14 {0} [!1 | !3] 13 [0&1&3] 14 [!0&1&3] 16 State: 15 {0} [!1 | !2] 13 [0&1&2] 15 [!0&1&2] 17 State: 16 [!3] 13 [3] 16 State: 17 [!2] 13 [2] 17 --END--"
"X((p2) M ((!(p2)) | (X((p1) | (G(p0))))))","ltl2tgba_det","ok",0,0.0086875,5,7,34,1,5,0,0,0,"HOA: v1 name: ""X(p2 M (!p2 | X(p1 | Gp0)))"" States: 5 Start: 3 AP: 3 ""p2"" ""p1"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 {0} [2] 1 State: 2 [1] 0 [!1&2] 1 State: 3 [t] 4 State: 4 [0] 2 [!0] 4 --END--"
"F((!(p2)) | ((p2) & (p3)))","ltl2tgba_det","ok",0,0.00844578,2,3,8,1,2,0,0,1,"HOA: v1 name: ""F(!p2 | (p2 & p3))"" States: 2 Start: 1 AP: 2 ""p2"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic stutter-invariant terminal --BODY-- State: 0 {0} [t] 0 State: 1 [!0 | 1] 0 [0&!1] 1 --END--"
"(!(p1)) & (G(!(p3))) & (F(((p1) & (G(p0))) | ((!(p1)) & (F(!(p0))))))","ltl2tgba_det","ok",0,0.00954752,3,5,10,1,3,0,0,0,"HOA: v1 name: ""!p1 & G!p3 & F((p1 & Gp0) | (!p1 & F!p0))"" States: 3 Start: 1 AP: 3 ""p1"" ""p3"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic stutter-invariant very-weak --BODY-- State: 0 {0} [!1] 0 State: 1 [!0&!1&!2] 0 [!0&!1&2] 2 State: 2 [0&!1 | !1&!2] 0 [!0&!1&2] 2 --END--"
"(p2) & (X(X(F(p2))))","ltl2tgba_det","ok",0,0.00831299,4,5,7,1,4,0,0,0,"HOA: v1 name: ""p2 & XXFp2"" States: 4 Start: 2 AP: 1 ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [t] 3 State: 2 [0] 1 State: 3 [0] 0 [!0] 3 --END--"
"p0","ltl2tgba_det","ok",0,0.00810542,2,2,3,1,2,0,0,0,"HOA: v1 name: ""p0"" States: 2 Start: 1 AP: 1 ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic stutter-invariant terminal --BODY-- State: 0 {0} [t] 0 State: 1 [0] 0 --END--"
"G((!(p0)) & (X(p3)))","ltl2tgba_det","ok",0,0.00872304,2,2,3,1,2,0,0,0,"HOA: v1 name: ""G(!p0 & Xp3)"" States: 2 Start: 0 AP: 2 ""p0"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [!0] 1 State: 1 {0} [!0&1] 1 --END--"
"(p2) R ((G((F(!(p3))) & (F(G(!(p0)))))) R (!(p0)))","ltl2tgba_det","ok",0,0.0113756,5,13,36,2,4,0,0,0,"HOA: v1 name: ""p2 R (G(F!p3 & FG!p0) R !p0)"" States: 5 Start: 0 AP: 3 ""p0"" ""p3"" ""p2"" acc-name: Rabin 1 Acceptance: 2 Fin(0) & Inf(1) properties: trans-labels explicit-labels trans-acc deterministic stutter-invariant --BODY-- State: 0 [!0&!2] 0 {1} [!0&!1&2] 1 [!0&1&2] 2 State: 1 [!0] 1 {1} [0] 3 State: 2 [!0&!1] 1 [!0&1] 2 {1} [0] 3 State: 3 [0 | 1] 3 [!0&!1] 4 State: 4 [0] 3 {0} [!0&1] 4 [!0&!1] 4 {1} --END--"
"(!(p0)) | (!(p3))","ltl2tgba_det","ok",0,0.00911291,2,2,7,1,2,0,0,0,"HOA: v1 name: ""!p0 | !p3"" States: 2 Start: 1 AP: 2 ""p0"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic stutter-invariant terminal --BODY-- State: 0 {0} [t] 0 State: 1 [!0 | !1] 0 --END--"
"(F(p0)) | (X(X(F(p3))))","ltl2tgba_det","ok",0,0.00951921,4,7,16,1,4,0,0,1,"HOA: v1 name: ""Fp0 | XXFp3"" States: 4 Start: 3 AP: 2 ""p0"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [0 | 1] 0 [!0&!1] 1 State: 2 [0] 0 [!0] 1 State: 3 [0] 0 [!0] 2 --END--"
"G((((p1) & ((!(p0)) | (p2))) | ((p0) & (!(p1)) & (!(p2)))) & ((!(p0)) U (p1)))","ltl2tgba_det","ok",0,0.010132,1,1,3,1,1,0,0,0,"HOA: v1 name: ""G(((p1 & (!p0 | p2)) | (p0 & !p1 & !p2)) & (!p0 U p1))"" States: 1 Start: 0 AP: 3 ""p0"" ""p2"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc colored deterministic stutter-invariant very-weak --BODY-- State: 0 {0} [!0&2 | 1&2] 0 --END--"
"(X(p2)) & ((p3) R (!(p0)))","ltl2tgba_det","ok",0,0.00974461,5,8,22,1,5,0,0,0,"HOA: v1 name: ""Xp2 & (p3 R !p0)"" States: 5 Start: 3 AP: 3 ""p0"" ""p3"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 [2] 0 State: 2 [!0&1&2] 0 [!0&!1&2] 4 State: 3 [!0&1] 1 [!0&!1] 2 State: 4 {0} [!0&1] 0 [!0&!1] 4 --END--"
"(G((!(p3)) | ((p1) U (p0)))) & (G(F(p3)))","ltl2tgba_det","ok",0,0.00968986,2,7,13,2,1,0,0,0,"HOA: v1 name: ""G(!p3 | (p1 U p0)) & GFp3"" States: 2 Start: 0 AP: 3 ""p3"" ""p1"" ""p0"" acc-name: generalized-Buchi 2 Acceptance: 2 Inf(0)&Inf(1) properties: trans-labels explicit-labels trans-acc deterministic stutter-invariant --BODY-- State: 0 [!0] 0 {0} [0&2] 0 {0 1} [0&1&!2] 1 {1} State: 1 [!0&2] 0 {0} [0&2] 0 {0 1} [!0&1&!2] 1 [0&1&!2] 1 {1} --END--"
"(F(p1)) & (G(F(!(p0))))","ltl2tgba_det","ok",0,0.00959611,2,4,8,1,2,0,0,1,"HOA: v1 name: ""Fp1 & GF!p0"" States: 2 Start: 0 AP: 2 ""p1"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic stutter-invariant --BODY-- State: 0 [!0] 0 [0] 1 State: 1 [1] 1 [!1] 1 {0} --END--"
"(p0) | (X((p0) M (((p1) & (X(!(p3)))) | ((!(p1)) & (X(p3))))))","ltl2tgba_det","ok",0,0.00982854,7,17,40,1,6,0,0,0,"HOA: v1 name: ""p0 | X(p0 M ((p1 & X!p3) | (!p1 & Xp3)))"" States: 7 Start: 3 AP: 3 ""p0"" ""p1"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [2] 0 State: 2 [!2] 0 State: 3 [0] 0 [!0] 4 State: 4 [0&!1] 1 [0&1] 2 [!0&!1] 5 [!0&1] 6 State: 5 [0&!1&2] 1 [0&1&2] 2 [!0&!1&2] 5 [!0&1&2] 6 State: 6 [0&!1&!2] 1 [0&1&!2] 2 [!0&!1&!2] 5 [!0&1&!2] 6 --END--"
"(p2) <-> (X(X((p0) W (F(p3)))))","ltl2tgba_det","ok",0,0.0102641,8,13,56,1,8,0,0,0,"HOA: v1 name: ""p2 <-> XX(p0 W Fp3)"" States: 8 Start: 1 AP: 3 ""p2"" ""p0"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [!2] 0 State: 1 [!0] 2 [0] 5 State: 2 [t] 3 State: 3 [!1&!2] 0 [1&!2] 3 State: 4 [!2] 4 [2] 6 State: 5 [t] 7 State: 6 {0} [t] 6 State: 7 {0} [!1&!2] 4 [2] 6 [1&!2] 7 --END--"
"F((!(p1)) & (X(X(((p0) & (X(!(p1)))) | ((!(p0)) & (X(p1)))))))","ltl2tgba_det","ok",0,0.00972717,13,33,52,1,2,0,0,1,"HOA: v1 name: ""F(!p1 & XX((p0 & X!p1) | (!p0 & Xp1)))"" States: 13 Start: 8 AP: 2 ""p1"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [0] 0 [!0] 9 State: 2 [0] 0 [!0] 7 State: 3 [!0] 0 [0&1] 4 [0&!1] 12 State: 4 [!0] 0 [0&!1] 2 [0&1] 6 State: 5 [!0] 0 [0] 10 State: 6 [!0] 0 [0] 8 State: 7 [!0] 9 [0] 10 State: 8 [!0] 7 [0] 8 State: 9 [!0&1] 3 [0&1] 4 [!0&!1] 11 [0&!1] 12 State: 10 [!0&!1] 1 [0&!1] 2 [!0&1] 5 [0&1] 6 State: 11 [0] 0 [!0&1] 3 [!0&!1] 11 State: 12 [0] 0 [!0&!1] 1 [!0&1] 5 --END--"
"(F(p1)) | (!((F(p3)) W (p2)))","ltl2tgba_det","ok",0,0.0110385,5,15,40,1,4,0,0,1,"HOA: v1 name: ""Fp1 | (G!p3 M !p2)"" States: 5 Start: 0 AP: 3 ""p1"" ""p2"" ""p3"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic stutter-invariant --BODY-- State: 0 [!0&!1&2] 0 {0} [0] 1 [!0&!1&!2] 2 [!0&1] 3 State: 1 [t] 1 State: 2 [!0&!1&2] 0 {0} [0] 1 [!0&!1&!2] 2 [!0&1&2] 3 [!0&1&!2] 4 State: 3 [0] 1 [!0] 3 {0} State: 4 [0] 1 [!0&2] 3 [!0&!2] 4 --END--"
"G(p3)","ltl2tgba_det","ok",0,0.0097898,1,1,1,1,1,0,0,0,"HOA: v1 name: ""Gp3"" States: 1 Start: 0 AP: 1 ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc colored deterministic stutter-invariant very-weak --BODY-- State: 0 {0} [0] 0 --END--"
"G((F((!(p1)) W (!(p0)))) & (F(G((p0) | ((F(p0)) U (!(p1)))))))","ltl2tgba_det","ok",0,0.0156247,6,22,24,4,2,0,0,1,"HOA: v1 name: ""G(F(!p1 W !p0) & FG(p0 | (Fp0 U !p1)))"" States: 6 Start: 0 AP: 2 ""p0"" ""p1"" Acceptance: 4 (Inf(0) | Fin(1)) & (Inf(2) | Fin(3)) properties: trans-labels explicit-labels trans-acc complete deterministic stutter-invariant --BODY-- State: 0 [!0&1] 0 {1} [0 | !1] 1 State: 1 [0&!1] 1 {0} [!0&!1] 1 {0 2} [0&1] 1 {0 3} [!0&1] 2 {2} State: 2 [0&!1] 1 {0} [!0&1] 2 {1 2} [!0&!1] 3 {2} [0&1] 4 {3} State: 3 [0&!1] 1 {0} [0&1] 1 {0 3} [!0&!1] 3 {2} [!0&1] 5 {2} State: 4 [0&!1] 1 {0} [!0&!1] 1 {0 2} [!0&1] 2 {1 2} [0&1] 4 {3} State: 5 [0&!1] 1 {0} [!0&!1] 3 {1 2} [0&1] 4 {0 3} [!0&1] 5 {1 2} --END--"
"(G(p3)) xor ((G(p2)) U (p0))","ltl2tgba_det","ok",0,0.0119698,8,20,47,1,8,0,0,0,"HOA: v1 name: ""Gp3 xor (Gp2 U p0)"" States: 8 Start: 3 AP: 3 ""p3"" ""p0"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic stutter-invariant very-weak --BODY-- State: 0 {0} [t] 0 State: 1 {0} [2] 1 State: 2 {0} [0] 2 State: 3 [!0&1] 0 [0&!1&!2] 2 [0&!1&2] 4 [!0&!1&2] 5 [0&1] 6 State: 4 {0} [!0&1&2] 1 [0&!2] 2 [0&!1&2] 4 [!0&!1&2] 5 [0&1&2] 7 State: 5 [1&2] 1 [!1&2] 5 State: 6 [!0] 0 [0] 6 State: 7 [!0&2] 1 [0&!2] 2 [0&2] 7 --END--"
"(!(p0)) | (X(!(p2)))","ltl2tgba_det","ok",0,0.0109062,3,4,10,1,3,0,0,0,"HOA: v1 name: ""!p0 | X!p2"" States: 3 Start: 2 AP: 2 ""p0"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic terminal --BODY-- State: 0 [!1] 1 State: 1 {0} [t] 1 State: 2 [0] 0 [!0] 1 --END--"
"G(F(p3))","ltl2tgba_det","ok",0,0.0108319,1,2,2,1,1,0,0,1,"HOA: v1 name: ""GFp3"" States: 1 Start: 0 AP: 1 ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic stutter-invariant --BODY-- State: 0 [0] 0 {0} [!0] 0 --END--"
"G(F((p3) | ((p2) & (G(!(p3))))))","ltl2tgba_det","ok",0,0.0112842,1,2,4,1,1,0,0,1,"HOA: v1 name: ""GF(p3 | (p2 & G!p3))"" States: 1 Start: 0 AP: 2 ""p3"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic stutter-invariant --BODY-- State: 0 [!0&!1] 0 [0 | 1] 0 {0} --END--"
"(!(p3)) | (((p0) U (p2)) U (((p0) & (!(p3))) | ((!(p0)) & (p3))))","ltl2tgba_det","ok",0,0.0116638,5,13,35,1,4,0,0,0,"HOA: v1 name: ""!p3 | ((p0 U p2) U ((p0 & !p3) | (!p0 & p3)))"" States: 5 Start: 1 AP: 3 ""p0"" ""p2"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic stutter-invariant terminal --BODY-- State: 0 {0} [t] 0 State: 1 [!0 | !2] 0 [0&1&2] 2 [0&!1&2] 3 State: 2 [!0&2 | 0&!2] 0 [!0&1&!2 | 0&1&2] 2 [0&!1&2] 3 State: 3 [!0&1&2 | 0&1&!2] 0 [!0&1&!2 | 0&1&2] 2 [0&!1&2] 3 [0&!1&!2] 4 State: 4 [1] 0 [0&!1] 4 --END--"
