"formula","tool","exit_status","exit_code","time","states","edges","transitions","acc","scc","nondet_states","nondet_aut","complete_aut","automaton"
"(X(p3)) <-> ((p0) | ((!(p0)) U (X((F(!(p0))) | (X((!(p1)) W (!(p3))))))))","ltl2tgba_det","ok",0,0.013575,10,18,58,1,10,0,0,0,"HOA: v1 name: ""Xp3 <-> (p0 | (!p0 U X(F!p0 | X(!p1 W !p3))))"" States: 10 Start: 8 AP: 3 ""p0"" ""p3"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [0] 0 State: 1 [1] 7 State: 2 [0&!1] 4 [!0&1] 7 [0&1] 9 State: 3 {0} [0&1&!2] 3 [0&1&2] 6 [!0 | !1] 7 State: 4 [0&1] 5 State: 5 [0&1&2] 0 [0&1&!2] 5 State: 6 [0] 6 [!0] 7 State: 7 {0} [t] 7 State: 8 [0] 1 [!0] 2 State: 9 [0&1] 3 [!0 | !1] 7 --END--"
"((p2) W ((G(p1)) | (G(p3)))) W (X(((!(p0)) & (X(!(p2)))) | ((p0) & (X(p2)))))","ltl2tgba_det","ok",0,0.0163759,20,62,262,1,20,0,0,0,"HOA: v1 name: ""(p2 W (Gp1 | Gp3)) W X((!p0 & X!p2) | (p0 & Xp2))"" States: 20 Start: 12 AP: 4 ""p2"" ""p1"" ""p3"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [!0] 11 State: 1 [0] 11 State: 2 [!0] 11 [0&2] 15 State: 3 [0] 11 [!0&2] 15 State: 4 [!0] 11 [0&1] 16 State: 5 [0] 11 [!0&1] 16 State: 6 [!0] 11 [0&!1&2] 15 [0&1&!2] 16 [0&1&2] 17 State: 7 [!3] 0 [3] 1 State: 8 [!2&!3] 0 [!2&3] 1 [2&!3] 2 [2&3] 3 State: 9 [!1&!3] 0 [!1&3] 1 [1&!3] 4 [1&3] 5 State: 10 [!1&!2&!3] 0 [!1&!2&3] 1 [!1&2&!3] 2 [!1&2&3] 3 [1&!2&!3] 4 [1&!2&3] 5 [1&2&!3] 6 [1&2&3] 18 State: 11 {0} [t] 11 State: 12 [!0&!1&!2] 7 [!0&!1&2] 8 [!0&1&!2] 9 [!0&1&2] 10 [0] 13 State: 13 [!0&!1&!2&!3] 0 [!0&!1&!2&3] 1 [!0&!1&2&!3] 2 [!0&!1&2&3] 3 [!0&1&!2&!3] 4 [!0&1&!2&3] 5 [!0&1&2&!3] 6 [0&!3] 14 [0&3 | 1&2&3] 18 State: 14 [!0] 11 [0] 19 State: 15 {0} [2] 15 State: 16 {0} [1] 16 State: 17 {0} [!1&2] 15 [1&!2] 16 [1&2] 17 State: 18 [0] 11 [!0&!1&2] 15 [!0&1&!2] 16 [!0&1&2] 17 State: 19 {0} [!0&!1&2] 15 [!0&1&!2] 16 [!0&1&2] 17 [0] 19 --END--"
"F(p2)","ltl2tgba_det","ok",0,0.010806,2,3,4,1,2,0,0,1,"HOA: v1 name: ""Fp2"" States: 2 Start: 1 AP: 1 ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic stutter-invariant terminal --BODY-- State: 0 {0} [t] 0 State: 1 [0] 0 [!0] 1 --END--"
"(p1) M ((F(p2)) W (X((p0) & (F(!(p0))))))","ltl2tgba_det","ok",0,0.0166059,10,34,80,1,6,0,0,1,"HOA: v1 name: ""p1 M (Fp2 W X(p0 & F!p0))"" States: 10 Start: 0 AP: 3 ""p2"" ""p1"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [0&!1] 0 [!0&!1] 1 [!0&1] 2 [0&1] 3 State: 1 [0&!1] 0 [!0&!1&2] 1 [!0&1&2] 2 [0&1] 3 [!0&!1&!2] 4 [!0&1&!2] 5 State: 2 [0&!2] 3 {0} [!0&!2] 5 [2] 6 State: 3 [!0&!2] 2 [0&!2] 3 {0} [2] 6 State: 4 [0&!1] 0 [0&1] 3 [!0&!1] 4 [!0&1] 5 State: 5 [0&!2] 3 {0} [!0&!2] 5 [0&2] 6 [!0&2] 7 State: 6 [!0&2] 6 [0&2] 6 {0} [!2] 8 State: 7 [0&2] 6 [!0&2] 7 [0&!2] 8 [!0&!2] 9 State: 8 [t] 8 {0} State: 9 [0] 8 [!0] 9 --END--"
"G(F(p2))","ltl2tgba_det","ok",0,0.00957905,1,2,2,1,1,0,0,1,"HOA: v1 name: ""GFp2"" States: 1 Start: 0 AP: 1 ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic stutter-invariant --BODY-- State: 0 [0] 0 {0} [!0] 0 --END--"
"X(F(p1))","ltl2tgba_det","ok",0,0.00948393,3,4,6,1,3,0,0,1,"HOA: v1 name: ""XFp1"" States: 3 Start: 1 AP: 1 ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [t] 2 State: 2 [0] 0 [!0] 2 --END--"
"F((X(F(!(p0)))) & ((p0) W (p3)))","ltl2tgba_det","ok",0,0.0102197,4,10,16,1,3,0,0,1,"HOA: v1 name: ""F(XF!p0 & (p0 W p3))"" States: 4 Start: 1 AP: 2 ""p0"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [!0&!1] 1 [0&!1] 2 [1] 3 State: 2 [!0&1] 0 [!0&!1] 1 [0&!1] 2 [0&1] 3 State: 3 [!0] 0 [0] 3 --END--"
"X((p3) W (((p0) & (p2)) | ((!(p0)) & (!(p2)))))","ltl2tgba_det","ok",0,0.0096093,3,4,22,1,3,0,0,0,"HOA: v1 name: ""X(p3 W ((p0 & p2) | (!p0 & !p2)))"" States: 3 Start: 1 AP: 3 ""p0"" ""p2"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [!0&1&2 | 0&!1&2] 0 [!0&!1 | 0&1] 2 State: 1 [t] 0 State: 2 {0} [t] 2 --END--"
"((!(p1)) W (p0)) U (!(p3))","ltl2tgba_det","ok",0,0.0100649,4,10,27,1,3,0,0,0,"HOA: v1 name: ""(!p1 W p0) U !p3"" States: 4 Start: 2 AP: 3 ""p1"" ""p0"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic stutter-invariant weak --BODY-- State: 0 {0} [t] 0 State: 1 {0} [1] 0 [!0&!1] 1 State: 2 [!2] 0 [1&2] 2 [!0&!1&2] 3 State: 3 [1&!2] 0 [!0&!1&!2] 1 [1&2] 2 [!0&!1&2] 3 --END--"
"(F((!(p2)) & (X((!(p2)) U ((X(!(p0))) & (F(!(p3)))))))) | (F(G((p1) M (p2))))","ltl2tgba_det","ok",0,0.0132841,12,54,192,2,3,0,0,1,"HOA: v1 name: ""F(!p2 & X(!p2 U (X!p0 & F!p3))) | FG(p1 M p2)"" States: 12 Start: 0 AP: 4 ""p2"" ""p1"" ""p3"" ""p0"" acc-name: Rabin 1 Acceptance: 2 Fin(0) & Inf(1) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [0&!1] 0 [0&1] 1 [!0] 2 State: 1 [0&!1] 1 [0&1] 1 {1} [!0] 2 {0} State: 2 [!0&!2] 3 [0&!1&!2] 4 [0&1&!2] 5 [!0&2] 6 [0&!1&2] 7 [0&1&2] 8 State: 3 [!0&!2&3] 3 [0&!1&!2&3] 4 [0&1&!2&3] 5 [!0&2&3] 6 [0&!1&2&3] 7 [0&1&2&3] 8 [!3] 9 State: 4 [0&!1&3] 0 [0&1&3] 1 [!0&3] 2 [!3] 9 State: 5 [0&3] 1 [!0&3] 2 {0} [!3] 9 State: 6 [!0&!2&3] 3 [0&!1&!2&3] 4 [0&1&!2&3] 5 [!0&2&3] 6 [0&!1&2&3] 7 [0&1&2&3] 8 [!2&!3] 9 [!0&2&!3 | !1&2&!3] 10 [0&1&2&!3] 11 State: 7 [0&!1&3] 0 [0&1&3] 1 [!0&3] 2 [!2&!3] 9 [!0&2&!3 | !1&2&!3] 10 [0&1&2&!3] 11 State: 8 [0&3] 1 [!0&3] 2 {0} [!2&!3] 9 [!0&2&!3] 10 [0&2&!3] 11 State: 9 [t] 9 {1} State: 10 [!2] 9 [!0&2 | !1&2] 10 [0&1&2] 11 State: 11 [!2] 9 [!0&2] 10 {0} [0&!1&2] 11 [0&1&2] 11 {1} --END--"
"(!(p3)) <-> ((G(p1)) | ((!(p0)) M (p3)))","ltl2tgba_det","ok",0,0.0097688,6,13,36,1,6,0,0,0,"HOA: v1 name: ""!p3 <-> (Gp1 | (!p0 M p3))"" States: 6 Start: 3 AP: 3 ""p3"" ""p1"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic stutter-invariant very-weak --BODY-- State: 0 {0} [t] 0 State: 1 {0} [1] 1 State: 2 {0} [!0] 0 [0&2] 2 State: 3 [!0&1] 1 [0&!1&2] 2 [0&1&2] 5 State: 4 [!1] 0 [1] 4 State: 5 [!0&!1] 0 [0&!1&2] 2 [!0&1] 4 [0&1&2] 5 --END--"
"F(!(p2))","ltl2tgba_det","ok",0,0.00902292,2,3,4,1,2,0,0,1,"HOA: v1 name: ""F!p2"" States: 2 Start: 1 AP: 1 ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic stutter-invariant terminal --BODY-- State: 0 {0} [t] 0 State: 1 [!0] 0 [0] 1 --END--"
"X(F((!(p2)) | (!(p3))))","ltl2tgba_det","ok",0,0.0090304,3,4,12,1,3,0,0,1,"HOA: v1 name: ""XF(!p2 | !p3)"" States: 3 Start: 1 AP: 2 ""p2"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [t] 2 State: 2 [!0 | !1] 0 [0&1] 2 --END--"
"X(p3)","ltl2tgba_det","ok",0,0.00949733,3,3,5,1,3,0,0,0,"HOA: v1 name: ""Xp3"" States: 3 Start: 1 AP: 1 ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic terminal --BODY-- State: 0 [0] 2 State: 1 [t] 0 State: 2 {0} [t] 2 --END--"
"G(((F(p3)) & (X(!(p0)))) | ((X(p0)) & (G(!(p3)))))","ltl2tgba_det","ok",0,0.0102199,5,10,12,1,3,0,0,0,"HOA: v1 name: ""G((Fp3 & X!p0) | (Xp0 & G!p3))"" States: 5 Start: 0 AP: 2 ""p3"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [!0] 1 [0] 2 State: 1 [0&!1] 2 {0} [!0&!1] 3 [!0&1] 4 State: 2 [!0&!1] 1 [0&!1] 2 {0} State: 3 [0&!1] 2 {0} [!0&!1] 3 State: 4 [!0&1] 4 {0} --END--"
"(F(p3)) -> (p3)","ltl2tgba_det","ok",0,0.00824106,3,4,5,1,3,0,0,0,"HOA: v1 name: ""p3 | G!p3"" States: 3 Start: 2 AP: 1 ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic stutter-invariant very-weak --BODY-- State: 0 {0} [!0] 0 State: 1 {0} [t] 1 State: 2 [!0] 0 [0] 1 --END--"
"(G(p3)) U (G(p2))","ltl2tgba_det","ok",0,0.00981917,3,6,7,1,3,0,0,0,"HOA: v1 name: ""Gp3 U Gp2"" States: 3 Start: 0 AP: 2 ""p3"" ""p2"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc deterministic stutter-invariant --BODY-- State: 0 [0&1] 0 [!0&1] 1 [0&!1] 2 State: 1 [1] 1 State: 2 [0&1] 2 [0&!1] 2 {0} --END--"
"!(p3)","ltl2tgba_det","ok",0,0.00843697,2,2,3,1,2,0,0,0,"HOA: v1 name: ""!p3"" States: 2 Start: 1 AP: 1 ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic stutter-invariant terminal --BODY-- State: 0 {0} [t] 0 State: 1 [!0] 0 --END--"
"X(((p1) R (p0)) & (F((!(p1)) | (p3))))","ltl2tgba_det","ok",0,0.00913777,5,9,32,1,5,0,0,0,"HOA: v1 name: ""X((p1 R p0) & F(!p1 | p3))"" States: 5 Start: 2 AP: 3 ""p0"" ""p1"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 {0} [0&1] 0 [0&!1] 1 State: 2 [t] 3 State: 3 [0&1&2] 0 [0&!1] 1 [0&1&!2] 4 State: 4 [!1 | 2] 0 [1&!2] 4 --END--"
"G((G(p2)) | (F((!(p2)) & ((!(p3)) W (X(!(p1)))))))","ltl2tgba_det","ok",0,0.0119801,9,39,72,2,3,0,0,1,"HOA: v1 name: ""G(Gp2 | F(!p2 & (!p3 W X!p1)))"" States: 9 Start: 0 AP: 3 ""p2"" ""p3"" ""p1"" acc-name: parity min even 2 Acceptance: 2 Inf(0) | Fin(1) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&!1] 1 [!0&1] 2 [0] 3 State: 1 [!1&2] 1 [1&2] 2 [0&!2] 3 [!0&!1&!2] 4 [!0&1&!2] 5 State: 2 [0&!2] 3 [!0&!1] 4 [!0&1] 5 [0&2] 6 State: 3 [0] 3 [!0&!1] 4 [!0&1] 5 State: 4 [!0&1&!2] 2 {0} [0&!2] 3 {0} [1&2] 5 {1} [!0&!1&!2] 7 {0} [!1&2] 8 {1} State: 5 [!0&1&!2] 2 {0} [0&!2] 3 {0} [!0&!1&2] 4 {1} [!0&1&2] 5 {1} [0&2] 6 {1} [!0&!1&!2] 7 {0} State: 6 [!0&!1] 4 [!0&1] 5 [0] 6 {1} State: 7 [0&1&2] 2 [0&!2] 3 [!0&!1] 4 [!0&1] 5 [0&!1&2] 7 State: 8 [!0&1&!2] 2 {0} [0&!2] 3 {0} [1&2] 5 [!0&!1&!2] 7 {0} [!1&2] 8 --END--"
"(p3) | (X(G(p0)))","ltl2tgba_det","ok",0,0.0102298,3,4,10,1,3,0,0,0,"HOA: v1 name: ""p3 | XGp0"" States: 3 Start: 2 AP: 2 ""p3"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [1] 0 State: 1 {0} [t] 1 State: 2 [!0] 0 [0] 1 --END--"
"F(p0)","ltl2tgba_det","ok",0,0.0101107,2,3,4,1,2,0,0,1,"HOA: v1 name: ""Fp0"" States: 2 Start: 1 AP: 1 ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic stutter-invariant terminal --BODY-- State: 0 {0} [t] 0 State: 1 [0] 0 [!0] 1 --END--"
"((!(p3)) | (G(F(p3)))) <-> (F(G(p1)))","ltl2tgba_det","ok",0,0.0106745,3,8,12,2,3,0,0,1,"HOA: v1 name: ""(!p3 | GFp3) <-> FGp1"" States: 3 Start: 0 AP: 2 ""p3"" ""p1"" Acceptance: 2 (Inf(0) & Fin(1)) | (Fin(0) & Inf(1)) properties: trans-labels explicit-labels trans-acc complete deterministic stutter-invariant --BODY-- State: 0 [!0] 1 [0] 2 State: 1 [1] 1 {0} [!1] 1 {0 1} State: 2 [!0&1] 2 [0&1] 2 {0} [!0&!1] 2 {1} [0&!1] 2 {0 1} --END--"
"(p0) | (!(p1)) | ((!(p3)) & (F(G((p0) & (p1)))))","ltl2tgba_det","ok",0,0.0117783,3,5,23,1,3,0,0,0,"HOA: v1 name: ""p0 | !p1 | (!p3 & FG(p0 & p1))"" States: 3 Start: 0 AP: 3 ""p0"" ""p1"" ""p3"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc deterministic stutter-invariant --BODY-- State: 0 [0 | !1] 1 [!0&1&!2] 2 State: 1 [t] 1 State: 2 [0&1] 2 [!0 | !1] 2 {0} --END--"
"!((F(p3)) xor (X((!(p2)) W (!(p0)))))","ltl2tgba_det","ok",0,0.0104424,6,13,41,1,6,0,0,0,"HOA: v1 name: ""Fp3 <-> X(!p2 W !p0)"" States: 6 Start: 3 AP: 3 ""p3"" ""p2"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 {0} [!2] 0 [!1&2] 1 State: 2 {0} [!0] 2 State: 3 [0] 1 [!0] 4 State: 4 [0&!2] 0 [0&!1&2] 1 [!0&1&2] 2 [!0&!1&2] 4 [!0&!2] 5 State: 5 [0] 0 [!0] 5 --END--"
"F((F(p3)) R ((p2) | (G(F(p2)))))","ltl2tgba_det","ok",0,0.0123648,3,7,12,1,3,0,0,1,"HOA: v1 name: ""F(Fp3 R (p2 | GFp2))"" States: 3 Start: 0 AP: 2 ""p2"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic stutter-invariant --BODY-- State: 0 [!0] 0 [0&!1] 1 [0&1] 2 State: 1 [!0&!1] 1 [0&!1] 1 {0} [1] 2 State: 2 [t] 2 {0} --END--"
"((p2) U (p1)) xor (X(G((!(p1)) | (F(p2)))))","ltl2tgba_det","ok",0,0.010534,6,15,24,2,4,0,0,1,"HOA: v1 name: ""(p2 U p1) xor XG(!p1 | Fp2)"" States: 6 Start: 0 AP: 2 ""p2"" ""p1"" Acceptance: 2 (Inf(0) & Fin(1)) | (Fin(0) & Inf(1)) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [1] 1 [0&!1] 2 [!0&!1] 3 State: 1 [0 | !1] 1 {0 1} [!0&1] 4 {0} State: 2 [0&1] 1 [0&!1] 2 {1} [!0&!1] 3 [!0&1] 4 State: 3 [0 | !1] 3 {1} [!0&1] 5 State: 4 [0] 1 {0 1} [!0] 4 {0} State: 5 [0] 3 {1} [!0] 5 --END--"
"(p0) & (G(p2))","ltl2tgba_det","ok",0,0.00976685,2,2,3,1,2,0,0,0,"HOA: v1 name: ""p0 & Gp2"" States: 2 Start: 1 AP: 2 ""p0"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic stutter-invariant very-weak --BODY-- State: 0 {0} [1] 0 State: 1 [0&1] 0 --END--"
"X(X((G(p2)) R (F(p3))))","ltl2tgba_det","ok",0,0.0115317,4,8,16,1,3,0,0,1,"HOA: v1 name: ""XX(Gp2 R Fp3)"" States: 4 Start: 0 AP: 2 ""p3"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [t] 1 State: 1 [t] 2 State: 2 [!0] 2 [0&!1] 2 {0} [0&1] 3 {0} State: 3 [!0&!1] 2 [0&!1] 2 {0} [1] 3 {0} --END--"
"F(!(p0))","ltl2tgba_det","ok",0,0.0119773,2,3,4,1,2,0,0,1,"HOA: v1 name: ""F!p0"" States: 2 Start: 1 AP: 1 ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic stutter-invariant terminal --BODY-- State: 0 {0} [t] 0 State: 1 [!0] 0 [0] 1 --END--"
"(G(!(p3))) M ((p2) | (p3))","ltl2tgba_det","ok",0,0.0127637,3,6,9,1,2,0,0,0,"HOA: v1 name: ""G!p3 M (p2 | p3)"" States: 3 Start: 0 AP: 2 ""p3"" ""p2"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc deterministic stutter-invariant --BODY-- State: 0 [0] 0 {0} [!0&1] 1 State: 1 [0] 0 {0} [!0&1] 1 [!0&!1] 2 State: 2 [!0] 2 --END--"
"G((F(p1)) & (F(!(p0))))","ltl2tgba_det","ok",0,0.0135568,1,4,4,2,1,0,0,1,"HOA: v1 name: ""G(Fp1 & F!p0)"" States: 1 Start: 0 AP: 2 ""p1"" ""p0"" acc-name: generalized-Buchi 2 Acceptance: 2 Inf(0)&Inf(1) properties: trans-labels explicit-labels trans-acc complete deterministic stutter-invariant --BODY-- State: 0 [!0&1] 0 [0&1] 0 {0} [!0&!1] 0 {1} [0&!1] 0 {0 1} --END--"
"(F(!(p3))) | (G((X(p1)) | (G(p0))))","ltl2tgba_det","ok",0,0.0178645,6,18,48,1,5,0,0,1,"HOA: v1 name: ""F!p3 | G(Xp1 | Gp0)"" States: 6 Start: 5 AP: 3 ""p3"" ""p0"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic weak --BODY-- State: 0 [0] 0 [!0] 4 State: 1 {0} [0&!2] 0 [0&!1&2] 1 [0&1&2] 2 [!0] 4 State: 2 {0} [0&!1&!2] 0 [0&!1&2] 1 [0&1&2] 2 [0&1&!2] 3 [!0] 4 State: 3 {0} [0&!1] 0 [0&1] 3 [!0] 4 State: 4 {0} [t] 4 State: 5 [0&!1] 1 [0&1] 2 [!0] 4 --END--"
"F(G(p3))","ltl2tgba_det","ok",0,0.0171106,1,2,2,1,1,0,0,1,"HOA: v1 name: ""FGp3"" States: 1 Start: 0 AP: 1 ""p3"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic stutter-invariant --BODY-- State: 0 [!0] 0 {0} [0] 0 --END--"
"F((((p3) | (X((p3) M (p1)))) & ((F(!(p1))) | (F(G(!(p0)))))) | ((!(p3)) & (G(p1)) & (G(F(p0))) & (X((!(p3)) W (!(p1))))))","ltl2tgba_det","ok",0,0.0129602,9,38,72,2,5,0,0,1,"HOA: v1 name: ""F(((p3 | X(p3 M p1)) & (F!p1 | FG!p0)) | (!p3 & Gp1 & GFp0 & X(!p3 W !p1)))"" States: 9 Start: 0 AP: 3 ""p3"" ""p1"" ""p0"" acc-name: Rabin 1 Acceptance: 2 Fin(0) & Inf(1) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&1&!2] 0 [!0&!1] 1 [!0&1&2] 2 [0&!1] 3 [0&1&!2] 4 [0&1&2] 5 State: 1 [!0&!1 | !0&!2] 1 [0] 3 [!0&1&2] 6 State: 2 [!0&!1] 1 [!0&1&!2] 2 [!0&1&2] 2 {1} [0&!1] 3 [0&1&!2] 4 [0&1&2] 5 State: 3 [t] 3 {1} State: 4 [!1] 3 [1&!2] 4 {1} [0&1&2] 5 {0} [!0&1&2] 7 {0} State: 5 [!1] 3 [1&!2] 4 [0&1&2] 5 [!0&1&2] 7 State: 6 [!0&!1] 1 {0} [0] 3 [!0&1&!2] 6 [!0&1&2] 6 {1} State: 7 [!1] 3 [0&1&!2] 4 {0} [0&1&2] 5 {0} [!0&1&2] 7 {1} [!0&1&!2] 8 State: 8 [!1] 3 [0&1&!2] 4 {0} [0&1&2] 5 {0} [!0&1&2] 7 {1} [!0&1&!2] 8 {1} --END--"
"(F(p0)) -> (G(p0))","ltl2tgba_det","ok",0,0.00874141,3,4,4,1,3,0,0,0,"HOA: v1 name: ""Gp0 | G!p0"" States: 3 Start: 0 AP: 1 ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic stutter-invariant very-weak --BODY-- State: 0 [0] 1 [!0] 2 State: 1 {0} [0] 1 State: 2 {0} [!0] 2 --END--"
"X(F(p2))","ltl2tgba_det","ok",0,0.00884711,3,4,6,1,3,0,0,1,"HOA: v1 name: ""XFp2"" States: 3 Start: 1 AP: 1 ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [t] 2 State: 2 [0] 0 [!0] 2 --END--"
"X(G((p1) | (p2)))","ltl2tgba_det","ok",0,0.00976706,2,2,7,1,2,0,0,0,"HOA: v1 name: ""XG(p1 | p2)"" States: 2 Start: 0 AP: 2 ""p1"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [t] 1 State: 1 {0} [0 | 1] 1 --END--"
"(p0) | (X(X(F(!(p0)))))","ltl2tgba_det","ok",0,0.0100967,4,6,8,1,4,0,0,1,"HOA: v1 name: ""p0 | XXF!p0"" States: 4 Start: 2 AP: 1 ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [t] 3 State: 2 [0] 0 [!0] 1 State: 3 [!0] 0 [0] 3 --END--"
"(G(!(p3))) | ((((p0) & (!(p2))) | ((!(p0)) & (p2))) R (!(p0)))","ltl2tgba_det","ok",0,0.0122795,4,8,22,1,4,0,0,0,"HOA: v1 name: ""G!p3 | (((p0 & !p2) | (!p0 & p2)) R !p0)"" States: 4 Start: 3 AP: 3 ""p3"" ""p0"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc colored deterministic stutter-invariant very-weak --BODY-- State: 0 {0} [t] 0 State: 1 {0} [!0] 1 State: 2 {0} [!1&2] 0 [!1&!2] 2 State: 3 {0} [!1&2] 0 [!0&1] 1 [0&!1&!2] 2 [!0&!1&!2] 3 --END--"
"(F(p0)) <-> (G(F(!(p1))))","ltl2tgba_det","ok",0,0.0121853,2,5,8,2,2,0,0,1,"HOA: v1 name: ""Fp0 <-> GF!p1"" States: 2 Start: 0 AP: 2 ""p0"" ""p1"" Acceptance: 2 (Inf(0)&Inf(1)) | (Fin(0) & Fin(1)) properties: trans-labels explicit-labels trans-acc complete deterministic stutter-invariant --BODY-- State: 0 [!0&1] 0 [!0&!1] 0 {1} [0] 1 State: 1 [1] 1 {0} [!1] 1 {0 1} --END--"
