"formula","tool","exit_status","exit_code","time","states","edges","transitions","acc","scc","nondet_states","nondet_aut","complete_aut","automaton"
"((p1) <-> (X(p1))) <-> ((F(p1)) & (F((!(p0)) R (X(p2)))))","ltl3tela_det","ok",0,0.0295165,4,5,6,1,4,0,0,0,"HOA: v1 States: 4 Start: 3 AP: 1 ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic terminal --BODY-- State: 0 [0] 2 State: 1 [!0] 2 State: 2 {0} [t] 2 State: 3 [0] 0 [!0] 1 --END--"
"X((X(p3)) M ((p0) W (p2)))","ltl3tela_det","ok",0,0.00793579,6,13,41,1,5,0,0,0,"HOA: v1 States: 6 Start: 2 AP: 3 ""p2"" ""p0"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic weak --BODY-- State: 0 {0} [t] 0 State: 1 {0} [0] 0 [!0&1] 1 State: 2 [t] 3 State: 3 [!0&1] 4 [0] 5 State: 4 [0&2] 0 [!0&1&2] 1 [!0&1&!2] 4 [0&!2] 5 State: 5 [2] 0 [!0&1&!2] 4 [0&!2] 5 --END--"
"(p0) | (G(!(p1)))","ltl3tela_det","ok",0,0.00526608,3,4,9,1,3,0,0,0,"HOA: v1 States: 3 Start: 2 AP: 2 ""p0"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 {0} [!1] 1 State: 2 [0] 0 [!0&!1] 1 --END--"
"(F(p3)) & ((F((!(p1)) | (!(p3)))) U (X(X(p2))))","ltl3tela_det","ok",0,0.00921387,12,33,96,1,9,0,0,1,"HOA: v1 States: 12 Start: 5 AP: 3 ""p3"" ""p1"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [0&2] 0 [!0&!2] 1 [!0&2] 2 [0&!1&!2] 10 [0&1&!2] 11 State: 2 [0] 0 [!0] 2 State: 3 [!0&2 | !1&2] 0 [0&1&!2] 3 [0&1&2] 4 [!0&!2 | !1&!2] 10 State: 4 [!0 | !1] 0 [0&1] 4 State: 5 [!0] 6 [0&!1] 8 [0&1] 9 State: 6 [!0] 1 [0&!1] 10 [0&1] 11 State: 7 [2] 0 [0&1&!2] 3 [!0&!2 | !1&!2] 10 State: 8 [!0 | !1] 10 [0&1] 11 State: 9 [0&1] 7 [!0 | !1] 10 State: 10 [2] 0 [!0&!2 | !1&!2] 10 [0&1&!2] 11 State: 11 [2] 0 [0&1&!2] 7 [!0&!2 | !1&!2] 10 --END--"
"(G(p3)) <-> ((!(p3)) W ((X(p1)) R (F(p0))))","ltl3tela_det","ok",0,0.0308247,11,38,59,2,8,0,0,0,"HOA: v1 States: 11 Start: 0 AP: 3 ""p3"" ""p1"" ""p0"" acc-name: Rabin 1 Acceptance: 2 Fin(0) & Inf(1) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [!0&!2] 1 [!0&2] 2 [0&!2] 3 [0&2] 4 State: 1 [!0&!1&!2] 1 [!0&!1&2] 2 [!0&1&!2] 5 [0&!1&!2] 6 [0&!1&2] 7 [0&1&!2] 8 State: 2 [!0&!1&!2] 1 [!0&!1&2] 2 [0&!1&!2] 6 [0&!1&2] 7 State: 3 [0&!1&!2] 3 [0&!1&2] 4 {1} [!0&!1&!2] 6 [!0&!1&2] 7 [!0&1&!2] 8 [0&1&!2] 9 [0&1&2] 10 State: 4 [0&!1&!2] 3 [0&!1&2] 4 {1} [!0&!1&!2] 6 [!0&!1&2] 7 [0&1] 10 State: 5 [!0&!2] 5 [0&!2] 8 State: 6 [!1&!2] 6 {1} [!1&2] 7 {0} [1&!2] 8 State: 7 [!1&!2] 6 [!1&2] 7 State: 8 [!2] 8 {1} State: 9 [!0&!2] 8 [0&!2] 9 [0&2] 10 State: 10 [0] 10 {1} --END--"
"(p3) | (G((!(p0)) & (!(p2))))","ltl3tela_det","ok",0,0.00549654,3,4,15,1,3,0,0,0,"HOA: v1 States: 3 Start: 2 AP: 3 ""p3"" ""p0"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 {0} [!1&!2] 1 State: 2 [0] 0 [!0&!1&!2] 1 --END--"
"((p0) xor (p2)) | (F(G(p0))) | (F((!(p2)) | (!(p3))))","ltl3tela_det","ok",0,0.00808943,3,6,24,1,3,0,0,1,"HOA: v1 States: 3 Start: 2 AP: 3 ""p2"" ""p0"" ""p3"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [0&1&2] 0 [0&!1&2] 0 {0} [!0 | !2] 1 State: 1 [t] 1 State: 2 [0&1&2] 0 [!0 | !1 | !2] 1 --END--"
"(!(p1)) | (F(!(p3)))","ltl3tela_det","ok",0,0.00511702,3,5,12,1,3,0,0,1,"HOA: v1 States: 3 Start: 2 AP: 2 ""p1"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [!1] 0 [1] 1 State: 2 [!0 | !1] 0 [0&1] 1 --END--"
"((p0) | (G(p2))) M (F((X(p0)) W (G(p2))))","ltl3tela_det","ok",0,0.00937995,1,4,4,2,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 2 ""p2"" ""p0"" acc-name: generalized-co-Buchi 2 Acceptance: 2 Fin(0)|Fin(1) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [0&1] 0 [!0&1] 0 {0} [0&!1] 0 {1} [!0&!1] 0 {0 1} --END--"
"(G((p0) | (p3))) | (X(X(X(p1))))","ltl3tela_det","ok",0,0.00675017,9,13,65,1,9,0,0,0,"HOA: v1 States: 9 Start: 8 AP: 3 ""p1"" ""p0"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [1 | 2] 0 State: 1 [0] 7 State: 2 [!0&1 | !0&2] 0 [0] 7 State: 3 [t] 1 State: 4 [!1&!2] 1 [1 | 2] 2 State: 5 [t] 3 State: 6 [!1&!2] 3 [1 | 2] 4 State: 7 {0} [t] 7 State: 8 [!1&!2] 5 [1 | 2] 6 --END--"
"G(!(p2))","ltl3tela_det","ok",0,0.00460065,1,1,1,0,1,0,0,0,"HOA: v1 States: 1 Start: 0 AP: 1 ""p2"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [!0] 0 --END--"
"G(((((p1) R (p3)) M (F(p3))) R (X((p1) & (p2)))) U (p1))","ltl3tela_det","ok",0,0.0211373,6,16,48,1,2,0,0,1,"HOA: v1 States: 6 Start: 0 AP: 3 ""p1"" ""p3"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [0] 0 {0} [!0] 1 {0} State: 1 [0&1&2] 0 {0} [!0 | !2] 2 [0&!1&2] 3 {0} State: 2 [t] 2 State: 3 [0&1] 0 {0} [0&!1&2] 3 {0} [!0] 4 [0&!1&!2] 5 State: 4 [0&1&2] 0 {0} [!0 | !2] 2 [0&!1&2] 5 State: 5 [0&1] 0 {0} [!0] 4 [0&!1] 5 --END--"
"F(((!(p1)) & (((p1) & (p3)) | ((!(p1)) & (!(p3))))) W ((p2) | (p3)))","ltl3tela_det","ok",0,0.00872204,2,4,16,1,2,0,0,1,"HOA: v1 States: 2 Start: 0 AP: 3 ""p2"" ""p3"" ""p1"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&!1&!2] 0 [!0&!1&2] 0 {0} [0 | 1] 1 State: 1 [t] 1 --END--"
"(X((p0) W (p3))) | ((!(p0)) & (G(!(p1))))","ltl3tela_det","ok",0,0.00751735,5,10,33,1,5,0,0,0,"HOA: v1 States: 5 Start: 4 AP: 3 ""p0"" ""p1"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [!1] 0 State: 1 {0} [0&!2] 1 [2] 3 State: 2 {0} [!0&!1&!2] 0 [0&1&!2] 1 [0&!1&!2] 2 [2] 3 State: 3 {0} [t] 3 State: 4 [0 | 1] 1 [!0&!1] 2 --END--"
"G((p1) | (!(p2)))","ltl3tela_det","ok",0,0.00545346,1,1,3,0,1,0,0,0,"HOA: v1 States: 1 Start: 0 AP: 2 ""p1"" ""p2"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [0 | !1] 0 --END--"
"!(p2)","ltl3tela_det","ok",0,0.00462843,2,2,3,0,2,0,0,0,"HOA: v1 States: 2 Start: 0 AP: 1 ""p2"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 ""{0}"" [!0] 1 State: 1 ""{}"" [t] 1 --END--"
"X(p0)","ltl3tela_det","ok",0,0.00497289,3,3,5,0,3,0,0,0,"HOA: v1 States: 3 Start: 0 AP: 1 ""p0"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 ""{0}"" [t] 1 State: 1 ""{1}"" [0] 2 State: 2 ""{}"" [t] 2 --END--"
"F((!(p0)) | (!(p1)) | (X(F(p3))))","ltl3tela_det","ok",0,0.0077362,3,5,24,1,3,0,0,1,"HOA: v1 States: 3 Start: 1 AP: 3 ""p0"" ""p1"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [!0 | !1] 0 [0&1] 2 State: 2 [!0 | !1 | 2] 0 [0&1&!2] 2 --END--"
"((((p0) & (!(p3))) | ((!(p0)) & (p3))) & ((((p2) | (p3)) & (F(p1))) | ((!(p2)) & (!(p3)) & (G(!(p1)))))) W (G(!(p2)))","ltl3tela_det","ok",0,0.0251682,5,15,52,1,3,0,0,0,"HOA: v1 States: 5 Start: 0 AP: 4 ""p0"" ""p3"" ""p2"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [!0&1&3 | 0&!1&2&3] 0 {0} [0&!2 | !1&!2] 1 [!0&1&!2&!3] 2 [!0&1&2&!3 | 0&!1&2&!3] 3 State: 1 [!2] 1 {0} State: 2 [!0&1&3 | 0&!1&2&3] 0 {0} [0&!2 | !1&!2] 1 [!0&1&!2&!3] 2 {0} [!0&1&2&!3 | 0&!1&2&!3] 3 State: 3 [!0&1&3 | 0&!1&2&3] 0 {0} [0&!2&3 | !1&!2&3] 1 [!0&1&!3 | 0&!1&2&!3] 3 [0&!2&!3 | !1&!2&!3] 4 State: 4 [!2&3] 1 [!2&!3] 4 --END--"
"((!(p0)) U (p1)) | (((p1) | (F(p2))) -> (p1))","ltl3tela_det","ok",0,0.00656517,4,8,25,1,4,0,0,0,"HOA: v1 States: 4 Start: 3 AP: 3 ""p0"" ""p1"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [!0&!1] 0 [1] 1 State: 1 {0} [t] 1 State: 2 {0} [!2] 2 State: 3 {0} [!0&!1&2] 0 [1] 1 [0&!1&!2] 2 [!0&!1&!2] 3 --END--"
"(G(!(p2))) | (F(!(p0))) | (G(p3))","ltl3tela_det","ok",0,0.00649231,5,14,40,1,5,0,0,1,"HOA: v1 States: 5 Start: 4 AP: 3 ""p2"" ""p0"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic very-weak --BODY-- State: 0 [1] 0 [!1] 1 State: 1 {0} [t] 1 State: 2 {0} [1&!2] 0 [!1] 1 [1&2] 2 State: 3 {0} [0&1] 0 [!1] 1 [!0&1] 3 State: 4 {0} [0&1&!2] 0 [!1] 1 [0&1&2] 2 [!0&1&!2] 3 [!0&1&2] 4 --END--"
"F(((p0) & (p2) & (!(p3))) | ((!(p2)) & ((!(p0)) | (p3))))","ltl3tela_det","ok",0,0.00621474,2,3,16,1,2,0,0,1,"HOA: v1 States: 2 Start: 1 AP: 3 ""p0"" ""p2"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [!0&!1 | 0&1&!2 | !1&2] 0 [!0&1 | 0&!1&!2 | 1&2] 1 --END--"
"X(G((!(p2)) U (X(!(p2)))))","ltl3tela_det","ok",0,0.00643758,3,4,5,0,2,0,0,0,"HOA: v1 States: 3 Start: 0 AP: 1 ""p2"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 [t] 1 State: 1 [!0] 1 [0] 2 State: 2 [!0] 1 --END--"
"(F(p3)) xor (G(F(((p1) & (X(!(p2)))) | ((p1) & (X(p2))))))","ltl3tela_det","ok",0,0.014356,2,5,8,2,2,0,0,1,"HOA: v1 States: 2 Start: 0 AP: 2 ""p3"" ""p1"" acc-name: Rabin 1 Acceptance: 2 Fin(0) & Inf(1) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&!1] 0 [!0&1] 0 {1} [0] 1 State: 1 [1] 1 {0} [!1] 1 {1} --END--"
"(((p1) & (!(p2))) | ((!(p1)) & (p2))) M (F((p0) W (p1)))","ltl3tela_det","ok",0,0.00939824,3,7,24,1,3,0,0,1,"HOA: v1 States: 3 Start: 0 AP: 3 ""p1"" ""p2"" ""p0"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&!1 | 0&1] 0 {0} [!0&1] 1 [0&!1] 2 State: 1 [!0&2] 1 [!0&!2] 1 {0} [0] 2 State: 2 [t] 2 --END--"
"G(((!(p0)) & (!(p3))) | ((p0) & (p3)))","ltl3tela_det","ok",0,0.00550743,1,1,2,0,1,0,0,0,"HOA: v1 States: 1 Start: 0 AP: 2 ""p0"" ""p3"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [!0&!1 | 0&1] 0 --END--"
"X(G(p1))","ltl3tela_det","ok",0,0.00466469,2,2,3,0,2,0,0,0,"HOA: v1 States: 2 Start: 0 AP: 1 ""p1"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 ""{0}"" [t] 1 State: 1 ""{1}"" [0] 1 --END--"
"(F(p1)) & ((F(G((p0) | (p1)))) | (X(X(F(!(p2))))))","ltl3tela_det","ok",0,0.010802,7,15,56,1,7,0,0,1,"HOA: v1 States: 7 Start: 0 AP: 3 ""p1"" ""p2"" ""p0"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0] 1 [0] 2 State: 1 [!0] 3 [0] 4 State: 2 [t] 4 State: 3 [!0&1] 3 {0} [0&1] 4 [!0&!1] 5 [0&!1] 6 State: 4 [0&1 | 1&2] 4 [!0&1&!2] 4 {0} [!1] 6 State: 5 [!0] 5 {0} [0] 6 State: 6 [t] 6 --END--"
"((p1) <-> ((p2) xor (X(!(p0))))) & ((p1) <-> (X(G(!(p2)))))","ltl3tela_det","ok",0,0.0114824,8,14,40,1,8,0,0,0,"HOA: v1 States: 8 Start: 7 AP: 3 ""p1"" ""p2"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 [!1&2] 3 State: 2 [!1&!2] 3 State: 3 {0} [!1] 3 State: 4 [1&!2] 0 [!1&!2] 6 State: 5 [1&2] 0 [!1&2] 6 State: 6 [1] 0 [!1] 6 State: 7 [0&1] 1 [0&!1] 2 [!0&1] 4 [!0&!1] 5 --END--"
"(G(((p0) & (p1)) | ((!(p0)) & (!(p1))))) M (F(p3))","ltl3tela_det","ok",0,0.0103239,2,4,16,1,1,0,0,1,"HOA: v1 States: 2 Start: 0 AP: 3 ""p0"" ""p1"" ""p3"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&1 | 0&!1 | !2] 0 {0} [!0&!1&2 | 0&1&2] 1 State: 1 [!0&1 | 0&!1] 0 {0} [!0&!1 | 0&1] 1 --END--"
"(G(!(p2))) & (F(G(p3))) & (X((p3) <-> (F(p2))))","ltl3tela_det","ok",0,0.011702,3,4,5,1,3,0,0,0,"HOA: v1 States: 3 Start: 0 AP: 2 ""p2"" ""p3"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [!0] 1 State: 1 [!0&!1] 2 State: 2 [!0&1] 2 [!0&!1] 2 {0} --END--"
"(p1) <-> (F((G(F(p3))) | (G((!(p0)) | (!(p1))))))","ltl3tela_det","ok",0,0.0139171,3,10,24,3,3,0,0,1,"HOA: v1 States: 3 Start: 0 AP: 3 ""p3"" ""p0"" ""p1"" Acceptance: 3 (Inf(0) & (Inf(1) | Fin(2))) | (Fin(0) & Fin(1) & Inf(2)) properties: trans-labels explicit-labels trans-acc complete deterministic stutter-invariant --BODY-- State: 0 [2] 1 [!2] 2 State: 1 [!0&!1 | !0&!2] 1 {0} [0&!1 | 0&!2] 1 {0 1} [!0&1&2] 1 {0 2} [0&1&2] 1 {0 1 2} State: 2 [!0&!1 | !0&!2] 2 [0&!1 | 0&!2] 2 {1} [!0&1&2] 2 {2} [0&1&2] 2 {1 2} --END--"
"(G(F(!(p0)))) | (X(G(p3)))","ltl3tela_det","ok",0,0.0072901,3,5,12,1,3,0,0,1,"HOA: v1 States: 3 Start: 0 AP: 2 ""p0"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [t] 1 State: 1 [1] 1 {0} [!1] 2 State: 2 [0] 2 [!0] 2 {0} --END--"
"(F(G(p0))) | (F((p1) | (p3)))","ltl3tela_det","ok",0,0.00679749,2,4,16,1,2,0,0,1,"HOA: v1 States: 2 Start: 0 AP: 3 ""p1"" ""p3"" ""p0"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&!1&2] 0 [!0&!1&!2] 0 {0} [0 | 1] 1 State: 1 [t] 1 --END--"
"(p1) & (p2)","ltl3tela_det","ok",0,0.00466543,2,2,5,0,2,0,0,0,"HOA: v1 States: 2 Start: 0 AP: 2 ""p1"" ""p2"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 ""{0,1}"" [0&1] 1 State: 1 ""{}"" [t] 1 --END--"
"X(X(G((!(p3)) & (X(!(p3))))))","ltl3tela_det","ok",0,0.00615098,3,3,5,0,3,0,0,0,"HOA: v1 States: 3 Start: 0 AP: 1 ""p3"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 ""{0}"" [t] 1 State: 1 ""{1}"" [t] 2 State: 2 ""{2}"" [!0] 2 --END--"
"F(G((p2) & (!(p3))))","ltl3tela_det","ok",0,0.00692205,1,2,4,1,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 2 ""p2"" ""p3"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [0&!1] 0 [!0 | 1] 0 {0} --END--"
"(F(p3)) U (((!(p0)) & (X(!(p2)))) | ((p0) & (X(p2))))","ltl3tela_det","ok",0,0.0169284,9,39,72,1,4,0,0,1,"HOA: v1 States: 9 Start: 1 AP: 3 ""p3"" ""p0"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [0&!1] 4 [!0&!1] 5 [!0&1] 6 [0&1] 7 State: 2 [0&!2] 0 [!0&!1&2] 2 [!0&1&2] 3 [0&!1&2] 4 [0&1&2] 7 [!0&!2] 8 State: 3 [0&2] 0 [!0&!1&!2] 2 [!0&1&!2] 3 [0&!1&!2] 4 [0&1&!2] 7 [!0&2] 8 State: 4 [!2] 0 [0&!1&2] 4 [!0&!1&2] 5 [!0&1&2] 6 [0&1&2] 7 State: 5 [!2] 0 [!0&!1&2] 2 [!0&1&2] 3 [0&!1&2] 4 [0&1&2] 7 State: 6 [2] 0 [!0&!1&!2] 2 [!0&1&!2] 3 [0&!1&!2] 4 [0&1&!2] 7 State: 7 [2] 0 [0&!1&!2] 4 [!0&!1&!2] 5 [!0&1&!2] 6 [0&1&!2] 7 State: 8 [0] 0 [!0] 8 --END--"
"G(F((p3) & (X(((G(p2)) & ((p1) M (p3))) | ((F(!(p2))) & ((!(p1)) W (!(p3))))))))","ltl3tela_det","ok",0,0.058152,10,52,80,3,1,0,0,1,"HOA: v1 States: 10 Start: 0 AP: 3 ""p3"" ""p2"" ""p1"" acc-name: parity min even 3 Acceptance: 3 Inf(0) | (Fin(1) & Inf(2)) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0] 0 [0] 1 {0} State: 1 [!0&!1] 0 {0} [0&!1&2] 1 {1} [!0&1] 2 {0} [0&!1&!2] 3 [0&1&!2] 4 [0&1&2] 5 State: 2 [!0&!1] 0 [0&!1] 1 {0} [!0&1] 2 [0&1] 6 {0} State: 3 [!0&!1] 0 {0} [0&!1&2] 1 {1} [!0&1] 2 {0} [0&!1&!2] 3 {2} [0&1&!2] 4 {2} [0&1&2] 5 State: 4 [!0&!1] 0 {0} [0&!1&2] 1 {1} [0&!1&!2] 3 {2} [0&1&2] 5 [!0&1] 7 {0} [0&1&!2] 8 {2} State: 5 [!0&!1] 0 {0} [0&!1&2] 1 {1} [!0&1] 2 {0} [0&!1&!2] 3 {1} [0&1&2] 5 {2} [0&1&!2] 9 State: 6 [!0&!1] 0 {0} [0&!1&2] 1 {0} [0&!1&!2] 3 {0} [0&1&2] 5 {0} [0&1&!2] 6 [!0&1] 7 State: 7 [!0&!1] 0 {0} [0&!1] 1 {0} [0&1] 6 [!0&1] 7 State: 8 [!0&!1] 0 {0} [0&!1&2] 1 {1} [0&!1&!2] 3 {2} [0&1&2] 5 [!0&1] 7 {0} [0&1&!2] 8 State: 9 [!0&!1] 0 {0} [0&!1&2] 1 {1} [0&!1&!2] 3 {1} [0&1&2] 5 {2} [!0&1] 7 {0} [0&1&!2] 9 --END--"
"((G(p3)) | ((F(p2)) W (p2))) W (F(!(p0)))","ltl3tela_det","ok",0,0.0118158,3,7,24,1,2,0,0,1,"HOA: v1 States: 3 Start: 0 AP: 3 ""p0"" ""p3"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [0&1 | 0&2] 0 {0} [0&!1&!2] 1 [!0] 2 State: 1 [0&2] 0 {0} [0&!2] 1 [!0] 2 State: 2 [t] 2 {0} --END--"
"(F(p1)) R (((F(G(p2))) & (G(p0))) | ((F(!(p0))) & (G(F(!(p2))))))","ltl3tela_det","ok",0,0.0306606,7,28,56,2,4,0,0,1,"HOA: v1 States: 7 Start: 3 AP: 3 ""p1"" ""p0"" ""p2"" acc-name: parity min even 2 Acceptance: 2 Inf(0) | Fin(1) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&!1&!2] 0 {0} [!0&!1&2] 0 {1} [!0&1&!2] 1 {0} [!0&1&2] 1 {1} [0] 2 State: 1 [!0&!1&!2] 0 {0} [!0&!1&2] 0 {1} [0] 2 [!0&1&!2] 5 {0} [!0&1&2] 5 {1} State: 2 [!2] 2 {0} [2] 2 {1} State: 3 [!0&!1] 0 [0&!1] 2 [!0&1&2] 3 [!0&1&!2] 3 {1} [0&1] 4 State: 4 [!1] 2 [1&2] 4 [1&!2] 4 {1} State: 5 [!0&!1&!2] 0 {0} [!0&!1&2] 0 {1} [0] 2 [!0&1&2] 5 {1} [!0&1&!2] 6 {0} State: 6 [!0&!1] 0 {0} [0] 2 [!0&1] 6 {1} --END--"
"!((!(p2)) W (!(p3)))","ltl3tela_det","ok",0,0.00427998,2,3,6,1,2,0,0,0,"HOA: v1 States: 2 Start: 1 AP: 2 ""p3"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [0&1] 0 [0&!1] 1 --END--"
"G(((X(F(!(p1)))) & ((X(!(p1))) | (F(!(p0))))) | ((G(p0)) & (X(G(p1)))))","ltl3tela_det","ok",0,0.0151656,7,22,28,1,2,0,0,1,"HOA: v1 States: 7 Start: 0 AP: 2 ""p1"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!1] 1 [1] 2 State: 1 [0&!1] 1 [!0&!1] 1 {0} [!0&1] 2 {0} [0&1] 3 State: 2 [!1] 1 [!0&1] 2 {0} [0&1] 4 State: 3 [0&!1] 1 [!0&!1] 1 {0} [!0&1] 2 {0} [0&1] 5 State: 4 [!1] 1 [0&1] 4 {0} [!0&1] 6 State: 5 [0&!1] 1 [!0&!1] 1 {0} [0&1] 5 [!0&1] 6 {0} State: 6 [!1] 1 {0} [1] 6 --END--"
"(F(!(p2))) | (X(X(G(p3))))","ltl3tela_det","ok",0,0.00520743,5,10,20,1,5,0,0,1,"HOA: v1 States: 5 Start: 4 AP: 2 ""p2"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic very-weak --BODY-- State: 0 [0] 0 [!0] 3 State: 1 {0} [0&!1] 0 [0&1] 1 [!0] 3 State: 2 [0] 1 [!0] 3 State: 3 {0} [t] 3 State: 4 [0] 2 [!0] 3 --END--"
"((p1) M ((p2) R (X(p1)))) M (X(X(p1)))","ltl3tela_det","ok",0,0.0122152,6,10,20,1,6,0,0,0,"HOA: v1 States: 6 Start: 4 AP: 2 ""p1"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [0&!1] 0 [0&1] 5 State: 1 [!0 | !1] 0 [0&1] 5 State: 2 [!0] 0 [0] 5 State: 3 {0} [t] 3 State: 4 [!0 | !1] 1 [0&1] 2 State: 5 [0] 3 --END--"
"(((p2) & (p3)) | ((!(p2)) & (!(p3)))) M (F(p1))","ltl3tela_det","ok",0,0.00604684,3,6,24,1,3,0,0,1,"HOA: v1 States: 3 Start: 2 AP: 3 ""p2"" ""p3"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [2] 0 [!2] 1 State: 2 [!0&!1&2 | 0&1&2] 0 [!0&!1&!2 | 0&1&!2] 1 [!0&1 | 0&!1] 2 --END--"
