"formula","tool","exit_status","exit_code","time","states","edges","transitions","acc","scc","nondet_states","nondet_aut","complete_aut","automaton"
"G(F(!(p3)))","ltl3tela_det","ok",0,0.0102735,1,2,2,1,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 1 ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [0] 0 [!0] 0 {0} --END--"
"(((p1) M (!(p0))) U (X(p2))) W (G(!(p2)))","ltl3tela_det","ok",0,0.0422088,11,48,88,1,5,0,0,1,"HOA: v1 States: 11 Start: 0 AP: 3 ""p0"" ""p1"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&1&!2] 0 {0} [!0&!1&!2] 1 {0} [!0&!1&2] 2 [!0&1&2] 3 [0&!2] 4 [0&2] 5 State: 1 [!0&1&!2] 0 {0} [!0&!1&2] 2 [!0&1&2] 3 [0&2] 5 [!0&!1&!2] 6 {0} [0&!2] 7 State: 2 [!0&!1&2] 2 {0} [!0&1&!2] 3 [!0&1&2] 3 {0} [0&2] 5 {0} [!0&!1&!2] 8 [0&!2] 9 State: 3 [!0&!1&!2] 2 [!0&!1&2] 2 {0} [!0&1&!2] 3 [!0&1&2] 3 {0} [0] 5 {0} State: 4 [!0&!1&2] 2 [!0&1&2] 3 [0&2] 5 [!2] 7 State: 5 [!0&!1&2] 2 [!0&1&2] 3 [0&2] 5 {0} [!2] 9 State: 6 [!0&1&!2] 0 {0} [!0&1&2] 3 [!0&!1&!2] 6 {0} [0&!2] 7 [!0&!1&2] 8 [0&2] 9 State: 7 [!2] 7 {0} [2] 9 State: 8 [!0&1&!2] 3 [!0&1&2] 3 {0} [!0&!1&!2] 8 [0] 9 [!0&!1&2] 10 {0} State: 9 [t] 9 State: 10 [!0&1] 3 {0} [0] 9 [!0&!1] 10 --END--"
"F(G(!(p1)))","ltl3tela_det","ok",0,0.00508352,1,2,2,1,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 1 ""p1"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0] 0 [0] 0 {0} --END--"
"((G(!(p1))) M (F(!(p3)))) R ((p3) | (F(p0)))","ltl3tela_det","ok",0,0.0167521,5,13,40,2,3,0,0,1,"HOA: v1 States: 5 Start: 0 AP: 3 ""p1"" ""p3"" ""p0"" acc-name: parity min even 2 Acceptance: 2 Inf(0) | Fin(1) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!1&!2] 1 [1 | 2] 2 State: 1 [!2] 1 {1} [2] 2 State: 2 [1 | 2] 2 {0} [!0&!1&!2] 3 [0&!1&!2] 4 State: 3 [2] 2 {0} [!0&!2] 3 [0&!2] 4 {1} State: 4 [2] 2 {0} [!0&!1&!2] 3 [0&!2 | 1&!2] 4 {1} --END--"
"(F(p0)) | (((p1) & (p3)) xor ((p1) | (G(p2))))","ltl3tela_det","ok",0,0.00700547,4,9,64,1,4,0,0,1,"HOA: v1 States: 4 Start: 3 AP: 4 ""p1"" ""p3"" ""p2"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic very-weak --BODY-- State: 0 [!3] 0 [3] 1 State: 1 {0} [t] 1 State: 2 {0} [!2&!3] 0 [3] 1 [2&!3] 2 State: 3 [!0&!2&!3 | 0&1&!3] 0 [0&!1 | 3] 1 [!0&2&!3] 2 --END--"
"(p3) W (((p0) & (F(!(p1))) & (F(!(p2)))) | ((!(p0)) & ((G(p1)) | (G(p2)))))","ltl3tela_det","ok",0,0.0271149,18,89,264,1,15,0,0,0,"HOA: v1 States: 18 Start: 0 AP: 4 ""p0"" ""p1"" ""p2"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic weak --BODY-- State: 0 {0} [!0&!1&!2&3] 0 [!0&!1&2&!3] 1 [!0&!1&2&3] 2 [!0&1&!2&!3] 3 [!0&1&!2&3] 4 [!0&1&2&!3] 5 [!0&1&2&3] 6 [0&1&2&3] 7 [0&1&2&!3] 12 [0&!1&!2] 13 [0&!1&2&3] 14 [0&1&!2&3] 15 [0&!1&2&!3] 16 [0&1&!2&!3] 17 State: 1 {0} [2] 1 State: 2 {0} [!0&!1&!2&3] 0 [!0&!1&2&!3] 1 [!0&!1&2&3] 2 [!0&1&!2&!3] 3 [!0&1&!2&3] 4 [!0&1&2&!3] 5 [!0&1&2&3] 6 [0&1&2&!3] 8 [0&1&2&3] 9 [0&!1] 13 [0&1&!2&3] 15 [0&1&!2&!3] 17 State: 3 {0} [1] 3 State: 4 {0} [!0&!1&!2&3] 0 [!0&!1&2&!3] 1 [!0&!1&2&3] 2 [!0&1&!2&!3] 3 [!0&1&!2&3] 4 [!0&1&2&!3] 5 [!0&1&2&3] 6 [0&1&2&!3] 10 [0&1&2&3] 11 [0&!2] 13 [0&!1&2&3] 14 [0&!1&2&!3] 16 State: 5 {0} [!1&2] 1 [1&!2] 3 [1&2] 5 State: 6 {0} [!0&!1&!2&3] 0 [!0&!1&2&!3] 1 [!0&!1&2&3] 2 [!0&1&!2&!3] 3 [!0&1&!2&3] 4 [!0&1&2&!3] 5 [!0&1&2&3] 6 [0] 13 State: 7 {0} [0&1&2&3] 7 [0&1&2&!3] 12 [!0 | !1&!2] 13 [0&!1&2&3] 14 [0&1&!2&3] 15 [0&!1&2&!3] 16 [0&1&!2&!3] 17 State: 8 {0} [1&2] 8 [!1] 13 [1&!2] 17 State: 9 {0} [0&1&2&!3] 8 [0&1&2&3] 9 [!0 | !1] 13 [0&1&!2&3] 15 [0&1&!2&!3] 17 State: 10 {0} [1&2] 10 [!2] 13 [!1&2] 16 State: 11 {0} [0&1&2&!3] 10 [0&1&2&3] 11 [!0 | !2] 13 [0&!1&2&3] 14 [0&!1&2&!3] 16 State: 12 [1&2] 12 [!1&!2] 13 [!1&2] 16 [1&!2] 17 State: 13 {0} [t] 13 State: 14 {0} [!0 | !2] 13 [0&2&3] 14 [0&2&!3] 16 State: 15 {0} [!0 | !1] 13 [0&1&3] 15 [0&1&!3] 17 State: 16 [!2] 13 [2] 16 State: 17 [!1] 13 [1] 17 --END--"
"X((p2) M ((!(p2)) | (X((p1) | (G(p0))))))","ltl3tela_det","ok",0,0.00745633,5,7,34,1,5,0,0,0,"HOA: v1 States: 5 Start: 3 AP: 3 ""p2"" ""p1"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 {0} [2] 1 State: 2 [1] 0 [!1&2] 1 State: 3 [t] 4 State: 4 [0] 2 [!0] 4 --END--"
"F((!(p2)) | ((p2) & (p3)))","ltl3tela_det","ok",0,0.00523086,2,3,8,1,2,0,0,1,"HOA: v1 States: 2 Start: 1 AP: 2 ""p2"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [!0 | 1] 0 [0&!1] 1 --END--"
"(!(p1)) & (G(!(p3))) & (F(((p1) & (G(p0))) | ((!(p1)) & (F(!(p0))))))","ltl3tela_det","ok",0,0.0103585,3,5,10,1,3,0,0,0,"HOA: v1 States: 3 Start: 0 AP: 3 ""p1"" ""p3"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [!0&!1&2] 1 [!0&!1&!2] 2 State: 1 [!0&!1&2] 1 [0&!1 | !1&!2] 2 State: 2 {0} [!1] 2 --END--"
"(p2) & (X(X(F(p2))))","ltl3tela_det","ok",0,0.00659086,4,5,7,1,4,0,0,0,"HOA: v1 States: 4 Start: 2 AP: 1 ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [t] 3 State: 2 [0] 1 State: 3 [0] 0 [!0] 3 --END--"
"p0","ltl3tela_det","ok",0,0.00567861,2,2,3,0,2,0,0,0,"HOA: v1 States: 2 Start: 0 AP: 1 ""p0"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 ""{0}"" [0] 1 State: 1 ""{}"" [t] 1 --END--"
"G((!(p0)) & (X(p3)))","ltl3tela_det","ok",0,0.0144096,2,2,3,0,2,0,0,0,"HOA: v1 States: 2 Start: 0 AP: 2 ""p0"" ""p3"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 ""{0}"" [!0] 1 State: 1 ""{0,1}"" [!0&1] 1 --END--"
"(p2) R ((G((F(!(p3))) & (F(G(!(p0)))))) R (!(p0)))","ltl3tela_det","ok",0,0.0417035,4,9,28,2,3,0,0,0,"HOA: v1 States: 4 Start: 0 AP: 3 ""p2"" ""p3"" ""p0"" acc-name: Rabin 1 Acceptance: 2 Fin(0) & Inf(1) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [!0&!2] 0 {1} [0&!2] 1 State: 1 [!2] 1 {1} [2] 2 State: 2 [2] 2 [!2] 3 State: 3 [2] 2 {0} [1&!2] 3 [!1&!2] 3 {1} --END--"
"(!(p0)) | (!(p3))","ltl3tela_det","ok",0,0.00579369,2,2,7,0,2,0,0,0,"HOA: v1 States: 2 Start: 1 AP: 2 ""p0"" ""p3"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 ""{}"" [t] 0 State: 1 ""init"" [!0 | !1] 0 --END--"
"(F(p0)) | (X(X(F(p3))))","ltl3tela_det","ok",0,0.00673043,4,7,16,1,4,0,0,1,"HOA: v1 States: 4 Start: 3 AP: 2 ""p0"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [0 | 1] 0 [!0&!1] 1 State: 2 [0] 0 [!0] 1 State: 3 [0] 0 [!0] 2 --END--"
"G((((p1) & ((!(p0)) | (p2))) | ((p0) & (!(p1)) & (!(p2)))) & ((!(p0)) U (p1)))","ltl3tela_det","ok",0,0.00823044,1,1,3,0,1,0,0,0,"HOA: v1 States: 1 Start: 0 AP: 3 ""p1"" ""p0"" ""p2"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [0&!1 | 0&2] 0 --END--"
"(X(p2)) & ((p3) R (!(p0)))","ltl3tela_det","ok",0,0.00771932,5,8,22,0,5,0,0,0,"HOA: v1 States: 5 Start: 0 AP: 3 ""p2"" ""p3"" ""p0"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 ""{0,1}"" [1&!2] 1 [!1&!2] 2 State: 1 ""{2}"" [0] 3 State: 2 ""{1,2}"" [0&1&!2] 3 [0&!1&!2] 4 State: 3 ""{}"" [t] 3 State: 4 ""{1}"" [1&!2] 3 [!1&!2] 4 --END--"
"(G((!(p3)) | ((p1) U (p0)))) & (G(F(p3)))","ltl3tela_det","ok",0,0.0202007,2,7,13,2,1,0,0,0,"HOA: v1 States: 2 Start: 0 AP: 3 ""p3"" ""p1"" ""p0"" acc-name: generalized-Buchi 2 Acceptance: 2 Inf(0)&Inf(1) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [!0] 0 {1} [0&2] 0 {0 1} [0&1&!2] 1 {0} State: 1 [!0&2] 0 {1} [0&2] 0 {0 1} [!0&1&!2] 1 [0&1&!2] 1 {0} --END--"
"(F(p1)) & (G(F(!(p0))))","ltl3tela_det","ok",0,0.0126054,2,4,8,1,2,0,0,1,"HOA: v1 States: 2 Start: 0 AP: 2 ""p1"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0] 0 [0] 1 State: 1 [1] 1 [!1] 1 {0} --END--"
"(p0) | (X((p0) M (((p1) & (X(!(p3)))) | ((!(p1)) & (X(p3))))))","ltl3tela_det","ok",0,0.012739,7,17,40,1,6,0,0,0,"HOA: v1 States: 7 Start: 3 AP: 3 ""p0"" ""p1"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [2] 0 State: 2 [!2] 0 State: 3 [0] 0 [!0] 4 State: 4 [0&!1] 1 [0&1] 2 [!0&!1] 5 [!0&1] 6 State: 5 [0&!1&2] 1 [0&1&2] 2 [!0&!1&2] 5 [!0&1&2] 6 State: 6 [0&!1&!2] 1 [0&1&!2] 2 [!0&!1&!2] 5 [!0&1&!2] 6 --END--"
"(p2) <-> (X(X((p0) W (F(p3)))))","ltl3tela_det","ok",0,0.00878544,8,13,56,1,8,0,0,0,"HOA: v1 States: 8 Start: 0 AP: 3 ""p2"" ""p3"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [!0] 2 [0] 6 State: 1 {0} [!1] 1 State: 2 [t] 3 State: 3 [!1&!2] 1 [!1&2] 3 State: 4 [!1] 4 [1] 5 State: 5 {0} [t] 5 State: 6 [t] 7 State: 7 {0} [!1&!2] 4 [1] 5 [!1&2] 7 --END--"
"F((!(p1)) & (X(X(((p0) & (X(!(p1)))) | ((!(p0)) & (X(p1)))))))","ltl3tela_det","ok",0,0.0117549,13,33,52,1,2,0,0,1,"HOA: v1 States: 13 Start: 8 AP: 2 ""p1"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [0] 0 [!0] 9 State: 2 [0] 0 [!0] 7 State: 3 [!0] 0 [0&1] 4 [0&!1] 12 State: 4 [!0] 0 [0&!1] 2 [0&1] 6 State: 5 [!0] 0 [0] 10 State: 6 [!0] 0 [0] 8 State: 7 [!0] 9 [0] 10 State: 8 [!0] 7 [0] 8 State: 9 [!0&1] 3 [0&1] 4 [!0&!1] 11 [0&!1] 12 State: 10 [!0&!1] 1 [0&!1] 2 [!0&1] 5 [0&1] 6 State: 11 [0] 0 [!0&1] 3 [!0&!1] 11 State: 12 [0] 0 [!0&!1] 1 [!0&1] 5 --END--"
"(F(p1)) | (!((F(p3)) W (p2)))","ltl3tela_det","ok",0,0.00794329,5,15,40,1,4,0,0,1,"HOA: v1 States: 5 Start: 1 AP: 3 ""p1"" ""p2"" ""p3"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&!1&!2] 0 [!0&!1&2] 1 {0} [!0&1&2] 2 [0] 3 [!0&1&!2] 4 State: 1 [!0&!1&!2] 0 [!0&!1&2] 1 {0} [!0&1] 2 [0] 3 State: 2 [!0] 2 {0} [0] 3 State: 3 [t] 3 State: 4 [!0&2] 2 [0] 3 [!0&!2] 4 --END--"
"G(p3)","ltl3tela_det","ok",0,0.00466829,1,1,1,0,1,0,0,0,"HOA: v1 States: 1 Start: 0 AP: 1 ""p3"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [0] 0 --END--"
"G((F((!(p1)) W (!(p0)))) & (F(G((p0) | ((F(p0)) U (!(p1)))))))","ltl3tela_det","ok",0,0.0188723,6,22,24,4,2,0,0,1,"HOA: v1 States: 6 Start: 0 AP: 2 ""p0"" ""p1"" Acceptance: 4 (Inf(0) | Fin(1)) & (Inf(2) | Fin(3)) properties: trans-labels explicit-labels trans-acc complete deterministic stutter-invariant --BODY-- State: 0 [!0&1] 0 {1} [0 | !1] 1 State: 1 [0&!1] 1 {0} [!0&!1] 1 {0 2} [0&1] 1 {0 3} [!0&1] 2 {2} State: 2 [0&!1] 1 {0} [!0&1] 2 {1 2} [!0&!1] 3 {2} [0&1] 4 {3} State: 3 [0&!1] 1 {0} [0&1] 1 {0 3} [!0&!1] 3 {2} [!0&1] 5 {2} State: 4 [0&!1] 1 {0} [!0&!1] 1 {0 2} [!0&1] 2 {1 2} [0&1] 4 {3} State: 5 [0&!1] 1 {0} [!0&!1] 3 {1 2} [0&1] 4 {0 3} [!0&1] 5 {1 2} --END--"
"(G(p3)) xor ((G(p2)) U (p0))","ltl3tela_det","ok",0,0.00948983,8,20,47,1,8,0,0,0,"HOA: v1 States: 8 Start: 1 AP: 3 ""p3"" ""p2"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 [!0&2] 0 [0&!1&!2] 2 [0&1&!2] 3 [!0&1&!2] 5 [0&2] 6 State: 2 {0} [0] 2 State: 3 {0} [0&!1] 2 [0&1&!2] 3 [!0&1&2] 4 [!0&1&!2] 5 [0&1&2] 7 State: 4 {0} [1] 4 State: 5 [1&2] 4 [1&!2] 5 State: 6 [!0] 0 [0] 6 State: 7 [0&!1] 2 [!0&1] 4 [0&1] 7 --END--"
"(!(p0)) | (X(!(p2)))","ltl3tela_det","ok",0,0.00530729,3,4,10,1,3,0,0,0,"HOA: v1 States: 3 Start: 2 AP: 2 ""p0"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [!1] 1 State: 1 {0} [t] 1 State: 2 [0] 0 [!0] 1 --END--"
"G(F(p3))","ltl3tela_det","ok",0,0.0048597,1,2,2,1,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 1 ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0] 0 [0] 0 {0} --END--"
"G(F((p3) | ((p2) & (G(!(p3))))))","ltl3tela_det","ok",0,0.00692596,1,2,4,1,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 2 ""p3"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&!1] 0 [0 | 1] 0 {0} --END--"
"(!(p3)) | (((p0) U (p2)) U (((p0) & (!(p3))) | ((!(p0)) & (p3))))","ltl3tela_det","ok",0,0.00716399,5,13,35,1,4,0,0,0,"HOA: v1 States: 5 Start: 1 AP: 3 ""p3"" ""p0"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [!0 | !1] 0 [0&1&!2] 2 [0&1&2] 3 State: 2 [!0&1&2 | 0&!1&2] 0 [0&1&!2] 2 [!0&!1&2 | 0&1&2] 3 [!0&1&!2] 4 State: 3 [!0&1 | 0&!1] 0 [0&1&!2] 2 [!0&!1&2 | 0&1&2] 3 State: 4 [2] 0 [1&!2] 4 --END--"
"(X(p3)) <-> ((p0) | ((!(p0)) U (X((F(!(p0))) | (X((!(p1)) W (!(p3))))))))","ltl3tela_det","ok",0,0.0134745,10,18,58,1,10,0,0,0,"HOA: v1 States: 10 Start: 8 AP: 3 ""p3"" ""p0"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [1] 0 State: 1 [!0&1] 4 [0&!1] 7 [0&1] 9 State: 2 [0] 7 State: 3 {0} [0&1&!2] 3 [0&1&2] 6 [!0 | !1] 7 State: 4 [0&1] 5 State: 5 [0&1&2] 0 [0&1&!2] 5 State: 6 [1] 6 [!1] 7 State: 7 {0} [t] 7 State: 8 [!1] 1 [1] 2 State: 9 [0&1] 3 [!0 | !1] 7 --END--"
"((p2) W ((G(p1)) | (G(p3)))) W (X(((!(p0)) & (X(!(p2)))) | ((p0) & (X(p2)))))","ltl3tela_det","ok",0,0.0160849,20,62,262,1,20,0,0,0,"HOA: v1 States: 20 Start: 18 AP: 4 ""p0"" ""p2"" ""p1"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [3] 0 State: 1 [!1] 17 State: 2 [1] 17 State: 3 {0} [2] 3 State: 4 [1&3] 0 [!1] 17 State: 5 [!1&3] 0 [1] 17 State: 6 [1&2] 3 [!1] 17 State: 7 [!1&2] 3 [1] 17 State: 8 {0} [!2&3] 0 [2&!3] 3 [2&3] 8 State: 9 [1&!2&3] 0 [1&2&!3] 3 [1&2&3] 8 [!1] 17 State: 10 [!0] 1 [0] 2 State: 11 [!0&!3] 1 [0&!3] 2 [!0&3] 4 [0&3] 5 State: 12 [!0&!2] 1 [0&!2] 2 [!0&2] 6 [0&2] 7 State: 13 [!0&!2&!3] 1 [0&!2&!3] 2 [!0&!2&3] 4 [0&!2&3] 5 [!0&2&!3] 6 [0&2&!3] 7 [!0&2&3] 9 [0&2&3] 19 State: 14 [!0&!1&!2&!3] 1 [0&!1&!2&!3] 2 [!0&!1&!2&3] 4 [0&!1&!2&3] 5 [!0&!1&2&!3] 6 [0&!1&2&!3] 7 [!0&!1&2&3] 9 [!0&1] 15 [0&1 | 0&2&3] 19 State: 15 [1] 16 [!1] 17 State: 16 {0} [!1&!2&3] 0 [!1&2&!3] 3 [!1&2&3] 8 [1] 16 State: 17 {0} [t] 17 State: 18 [!1&!2&!3] 10 [!1&!2&3] 11 [!1&2&!3] 12 [!1&2&3] 13 [1] 14 State: 19 [!1&!2&3] 0 [!1&2&!3] 3 [!1&2&3] 8 [1] 17 --END--"
"F(p2)","ltl3tela_det","ok",0,0.00462799,2,3,4,1,2,0,0,1,"HOA: v1 States: 2 Start: 1 AP: 1 ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [0] 0 [!0] 1 --END--"
"(p1) M ((F(p2)) W (X((p0) & (F(!(p0))))))","ltl3tela_det","ok",0,0.0324558,10,34,80,1,6,0,0,1,"HOA: v1 States: 10 Start: 0 AP: 3 ""p0"" ""p2"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [1&!2] 0 [!1&!2] 1 [!1&2] 2 [1&2] 3 State: 1 [1&!2] 0 [0&!1&!2] 1 [0&!1&2] 2 [1&2] 3 [!0&!1&!2] 4 [!0&!1&2] 5 State: 2 [!0&1] 3 {0} [!0&!1] 5 [0] 6 State: 3 [!0&!1] 2 [!0&1] 3 {0} [0] 6 State: 4 [1&!2] 0 [1&2] 3 [!1&!2] 4 [!1&2] 5 State: 5 [!0&1] 3 {0} [!0&!1] 5 [0&1] 6 [0&!1] 7 State: 6 [0&!1] 6 [0&1] 6 {0} [!0] 8 State: 7 [0&1] 6 [0&!1] 7 [!0&1] 8 [!0&!1] 9 State: 8 [t] 8 {0} State: 9 [1] 8 [!1] 9 --END--"
"G(F(p2))","ltl3tela_det","ok",0,0.00518791,1,2,2,1,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 1 ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0] 0 [0] 0 {0} --END--"
"X(F(p1))","ltl3tela_det","ok",0,0.00489492,3,4,6,1,3,0,0,1,"HOA: v1 States: 3 Start: 1 AP: 1 ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [t] 2 State: 2 [0] 0 [!0] 2 --END--"
"F((X(F(!(p0)))) & ((p0) W (p3)))","ltl3tela_det","ok",0,0.0069961,4,10,16,1,3,0,0,1,"HOA: v1 States: 4 Start: 1 AP: 2 ""p0"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [!0&!1] 1 [0&!1] 2 [1] 3 State: 2 [!0&1] 0 [!0&!1] 1 [0&!1] 2 [0&1] 3 State: 3 [!0] 0 [0] 3 --END--"
"X((p3) W (((p0) & (p2)) | ((!(p0)) & (!(p2)))))","ltl3tela_det","ok",0,0.00626078,3,4,22,0,3,0,0,0,"HOA: v1 States: 3 Start: 0 AP: 3 ""p0"" ""p2"" ""p3"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 ""{0}"" [t] 1 State: 1 ""{1}"" [!0&1&2 | 0&!1&2] 1 [!0&!1 | 0&1] 2 State: 2 ""{}"" [t] 2 --END--"
"((!(p1)) W (p0)) U (!(p3))","ltl3tela_det","ok",0,0.00599951,4,10,27,1,3,0,0,0,"HOA: v1 States: 4 Start: 2 AP: 3 ""p0"" ""p1"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic weak --BODY-- State: 0 {0} [t] 0 State: 1 {0} [0] 0 [!0&!1] 1 State: 2 [!2] 0 [0&2] 2 [!0&!1&2] 3 State: 3 [0&!2] 0 [!0&!1&!2] 1 [0&2] 2 [!0&!1&2] 3 --END--"
"(F((!(p2)) & (X((!(p2)) U ((X(!(p0))) & (F(!(p3)))))))) | (F(G((p1) M (p2))))","ltl3tela_det","ok",0,0.0179764,8,30,128,2,3,0,0,1,"HOA: v1 States: 8 Start: 1 AP: 4 ""p2"" ""p0"" ""p3"" ""p1"" acc-name: Rabin 1 Acceptance: 2 Fin(0) & Inf(1) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&!2] 2 {0} [!0&2] 3 {0} [0&!2] 4 [0&2] 5 State: 1 [!0] 0 {0} [0&!3] 1 [0&3] 1 {1} State: 2 [!0&1&!2] 2 {0} [!0&1&2] 3 {0} [0&1&!2] 4 [0&1&2] 5 [!1] 6 State: 3 [!0&1&!2] 2 {0} [!0&1&2] 3 {0} [0&1&!2] 4 [0&1&2] 5 [!1&!2] 6 [!1&2] 7 State: 4 [!0&1] 0 {0} [0&1] 1 [!1] 6 State: 5 [!0&1] 0 {0} [0&1] 1 [!1&!2] 6 [!1&2] 7 State: 6 [t] 6 {1} State: 7 [!2] 6 [0&2&!3] 7 [!0&2] 7 {0} [0&2&3] 7 {1} --END--"
"(!(p3)) <-> ((G(p1)) | ((!(p0)) M (p3)))","ltl3tela_det","ok",0,0.0081639,6,13,36,1,6,0,0,0,"HOA: v1 States: 6 Start: 5 AP: 3 ""p3"" ""p1"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 {0} [!0] 0 [0&2] 1 State: 2 {0} [1] 2 State: 3 [!1] 0 [1] 3 State: 4 [!0&!1] 0 [0&!1&2] 1 [!0&1] 3 [0&1&2] 4 State: 5 [0&!1&2] 1 [!0&1] 2 [0&1&2] 4 --END--"
"F(!(p2))","ltl3tela_det","ok",0,0.00460359,2,3,4,1,2,0,0,1,"HOA: v1 States: 2 Start: 1 AP: 1 ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [!0] 0 [0] 1 --END--"
