"input.source","input.name","input.ap","input.states","input.edges","input.transitions","input.acc_sets","input.scc","input.nondetstates","input.nondeterministic","input.alternating","tool","exit_status","exit_code","time","output.ap","output.states","output.edges","output.transitions","output.acc_sets","output.scc","output.nondetstates","output.nondeterministic","output.alternating"
"ltl2tgba.hoa:1.1-55.7","Xp1 R ((Gp1 R p2) W p3)",3,11,34,57,1,8,0,0,0,"python3 ./main.py -F%H -O%O -L 4","ok",0,0.451958,3,11,34,57,1,8,0,0,0
"ltl2tgba.hoa:56.1-75.7","Fp3 | G!p2",2,3,6,12,1,3,0,0,0,"python3 ./main.py -F%H -O%O -L 4","ok",0,0.425613,2,3,6,12,1,3,0,0,0
"ltl2tgba.hoa:76.1-88.7","1",0,1,1,1,1,1,0,0,0,"python3 ./main.py -F%H -O%O -L 4","ok",0,0.410585,0,1,1,1,0,1,0,0,0
"ltl2tgba.hoa:89.1-105.7","F(p0 R p1)",2,2,4,8,1,2,0,0,0,"python3 ./main.py -F%H -O%O -L 4","ok",0,0.441732,2,2,4,8,1,2,0,0,0
"ltl2tgba.hoa:106.1-131.7","(FGp2 R !p2) | GFp1",2,4,11,16,2,4,0,0,0,"python3 ./main.py -F%H -O%O -L 4","ok",0,0.439786,2,4,11,16,2,4,0,0,0
"ltl2tgba.hoa:132.1-151.7","X(p3 & X(p3 W !p0))",2,4,5,13,1,4,0,0,0,"python3 ./main.py -F%H -O%O -L 4","ok",0,0.407871,2,4,5,13,1,4,0,0,0
"ltl2tgba.hoa:152.1-167.7","Fp3",1,2,3,4,1,2,0,0,0,"python3 ./main.py -F%H -O%O -L 4","ok",0,0.432372,1,2,3,4,1,2,0,0,0
"ltl2tgba.hoa:168.1-179.7","0",0,1,0,0,0,1,0,0,0,"python3 ./main.py -F%H -O%O -L 4","ok",0,0.436767,0,1,0,0,0,1,0,0,0
"ltl2tgba.hoa:180.1-228.7","XXG((X!p1 U (!p0 M !p3)) | XGp0)",3,10,29,61,1,4,0,0,0,"python3 ./main.py -F%H -O%O -L 4","ok",0,0.437192,3,10,29,61,1,4,0,0,0
"ltl2tgba.hoa:229.1-241.7","Gp0",1,1,1,1,1,1,0,0,0,"python3 ./main.py -F%H -O%O -L 4","ok",0,0.427829,1,1,1,1,0,1,0,0,0
"ltl2tgba.hoa:242.1-253.7","0",0,1,0,0,0,1,0,0,0,"python3 ./main.py -F%H -O%O -L 4","ok",0,0.414746,0,1,0,0,0,1,0,0,0
"ltl2tgba.hoa:254.1-356.7","X((Fp2 W Xp0) <-> (p2 <-> Fp3))",3,21,73,143,2,13,0,0,0,"python3 ./main.py -F%H -O%O -L 4","ok",0,0.451095,3,21,73,143,2,13,0,0,0
"ltl2tgba.hoa:357.1-373.7","F((p1 | p2) & G!p0)",3,2,4,16,1,1,0,0,0,"python3 ./main.py -F%H -O%O -L 4","ok",0,0.409868,3,2,4,16,1,1,0,0,0
